id|code|vendor_type|city_alias_code|country_alias_code
8566||titancloud|XX|
8567|CHN015008000|titancloud|BYZR|
8568|CHN051032023|titancloud|MX|
8569||titancloud|changjianglizuzizhixian|
8570|CHN046A28000|titancloud|lingaoxian|
8571||titancloud|qiongzhonglizumiaozuzizhixian|
8572||titancloud|sanshashi|
8573|GHA0000GA000|citsae|ACC|GH
8574|CIV0000LG000|citsae|ABJ|CI
7039|USAAP1366000|citsae|PFA|US
7040|USAAP0855000|citsae|PFC|US
7041|USAAP1183000|citsae|PFD|US
7042|USAAP0045000|citsae|PGA|US
7043|USAAP0775000|citsae|PGD|US
7044|USAAP1076000|citsae|PGL|US
7045|USAAP0308000|citsae|PGM|US
7046|USAAP0870000|citsae|PGO|US
7047|USAAP1032000|citsae|PGR|US
7048|USAAP1383000|citsae|PGS|US
7049|USA0MSGLH000|citsae|PGV|US
7050|USAAP0816000|citsae|PHD|US
7051|USAAP0309000|citsae|PHF|US
7052|USAAP1367000|citsae|PHK|US
7053|USA0MIPHN000|citsae|PHN|US
7054|USAAP0310000|citsae|PHO|US
7055|USAAP1177000|citsae|PHP|US
7056|USA0ILPLA000|citsae|PIA|US
7057|USA0IDPIH000|citsae|PIH|US
7058|USAAP0915000|citsae|PIM|US
7059|USAAP0312000|citsae|PIR|US
7060|USAAP0313000|citsae|PIZ|US
7061|USAAP1033000|citsae|PJB|US
7062|USAAP1422000|citsae|PJS|US
7063|USAAP0314000|citsae|PKA|US
7064|USA0WVPKB000|citsae|PKB|US
7065|USAAP1368000|citsae|PKD|US
7066|USAAP1053000|citsae|PKF|US
7067|USAAP1145000|citsae|PLK|US
7068|USAAP0315000|citsae|PLN|US
7069|USAAP1379000|citsae|PLR|US
7070|GBRENGPLY000|citsae|PLY|US
7071|USAAP1381000|citsae|PMB|US
7072|USAAP0758000|citsae|PMD|US
7073|USAAP1385000|citsae|PMH|US
7074|USAAP0316000|citsae|PML|US
7075|USAAP1375000|citsae|PMU|US
7076|USAAP0317000|citsae|PNC|US
7077|USAAP1376000|citsae|PNU|US
7078|USAAP1490000|citsae|PNX|US
7079|USAAP1277000|citsae|POC|US
7080|USAAP1384000|citsae|POE|US
7081|USAAP1034000|citsae|POF|US
7082|USAAP1141000|citsae|POH|US
7083|USAAP1139000|citsae|POQ|US
7084|USAAP0624000|citsae|POU|US
7085|USAAP1135000|citsae|POY|US
7086|USAAP0840000|citsae|PPA|US
7087|USAAP1390000|citsae|PPC|US
7088|USAAP1087000|citsae|PPF|US
7089|USAAP1377000|citsae|PPM|US
7090|USAAP0318000|citsae|PPV|US
7091|USAAP0319000|citsae|PQI|US
7092|USAAP0320000|citsae|PQS|US
7093|USAAP1371000|citsae|PRB|US
7094|USAAP0321000|citsae|PRC|US
7095|USAAP1512000|citsae|PRF|US
7096|USAAP1365000|citsae|PRL|US
7097|NPL0000BH000|citsae|PRO|US
7098|USAAP1146000|citsae|PRT|US
7099|USAAP1389000|citsae|PRW|US
7100|USAAP0786000|citsae|PRX|US
7101|USAAP1078000|citsae|PRZ|US
7102|USAAP1077000|citsae|PSB|US
7103|PER0000PA000|citsae|PSC|US
7104|USAAP0797000|citsae|PSF|US
7105|USAAP0322000|citsae|PSG|US
7106|IRL0000DB000|citsae|PSK|US
7107|USAAP0839000|citsae|PSN|US
7108|USA0PAPHL000|citsae|PHL|US
7109|USAAP1074000|citsae|PSX|US
7110|USAAP0323000|citsae|PTA|US
7111|USAAP1120000|citsae|PTC|US
7112|USAAP1499000|citsae|PTD|US
7113|USAAP0324000|citsae|PTH|US
7114|USAAP0716000|citsae|PTK|US
7115|USAAP1109000|citsae|PTL|US
7116|USA0NJPAT000|citsae|PTN|US
7117|USAAP1387000|citsae|PTR|US
7118|USA0PAPIT000|citsae|PTS|US
7119|USAAP1037000|citsae|PTT|US
7120|USAAP0325000|citsae|PTU|US
7121|USAAP1138000|citsae|PTV|US
7122|USAAP0747000|citsae|PTW|US
7123|USAAP0326000|citsae|PUB|US
7124|USAAP1035000|citsae|PUL|US
7125|USAAP1386000|citsae|PUO|US
7126|USAAP0327000|citsae|PUW|US
7127|USAAP0328000|citsae|PVC|US
7128|USA0RIPVD000|citsae|PVD|US
7129|USAAP0714000|citsae|PVF|US
7130|USA0UTPVU000|citsae|PVU|US
7131|USAAP0672000|citsae|PVW|US
7132|USAAP1143000|citsae|PVY|US
7133|USAAP1031000|citsae|PVZ|US
7134|USAAP1388000|citsae|PWD|US
7135|JAM000POR000|citsae|PWM|US
7136|USAAP1456000|citsae|PWR|US
7137|USAAP0689000|citsae|PWT|US
7138|USAAP1142000|citsae|PXL|US
7139|USAAP1380000|citsae|PYL|US
7140|USAAP0772000|citsae|PYM|US
7141|USA0WIRAC000|citsae|RAC|US
7142|USA0SDRAP000|citsae|RAP|US
7143|USAAP1154000|citsae|RBF|US
7144|USAAP0810000|citsae|RBG|US
7145|USAAP1289000|citsae|RBK|US
7146|USAAP0713000|citsae|RBL|US
7147|USAAP1228000|citsae|RBN|US
7148|USAAP0884000|citsae|RBW|US
7149|USAAP0329000|citsae|RBY|US
7150|USAAP0330000|citsae|RCE|US
7151|USAAP0947000|citsae|RCK|US
7152|USA0MNRST000|citsae|RCR|US
7153|USAAP1293000|citsae|RCT|US
7154|USAAP1291000|citsae|RDB|US
7155|USAAP0331000|citsae|RDD|US
7156|USAAP0332000|citsae|RDM|US
7157|USAAP1292000|citsae|RDR|US
7158|USA0NCRAG000|citsae|RDU|US
7159|USAAP0333000|citsae|RDV|US
7160|USAAP1294000|citsae|RED|US
7161|USAAP0799000|citsae|REH|US
7162|ITA000ROM000|citsae|REO|US
7163|AIA000001000|citsae|RFK|US
7164|USAAP1038000|citsae|RGR|US
7165|USAAP0334000|citsae|RHI|US
7166|CRI0000SJ000|citsae|SJC|US
7167|NZL000RMD000|citsae|RIC|US
7168|USAAP0907000|citsae|RID|US
7169|USAAP1040000|citsae|RIE|US
7170|USAAP0909000|citsae|RIF|US
7171|USAAP0871000|citsae|RIL|US
7172|USAAP0335000|citsae|RIW|US
7173|USAAP0807000|citsae|RKC|US
7174|USAAP0336000|citsae|RKD|US
7175|USAAP0705000|citsae|RKH|US
7176|USAAP0948000|citsae|RKP|US
7177|USAAP0852000|citsae|RKR|US
7178|USAAP0337000|citsae|RKS|US
7179|USAAP0677000|citsae|RKW|US
7180|USAAP0687000|citsae|RLA|US
7181|USAAP1296000|citsae|RLD|US
7182|ITA000ROM000|citsae|RME|US
7183|ITA000ROM000|citsae|RMG|US
7184|USAAP0338000|citsae|RMP|US
7185|USAAP1015000|citsae|RNC|US
7186|USAAP1288000|citsae|RNG|US
7187|USAAP1073000|citsae|RNH|US
7188|USA0NVRNO000|citsae|RNO|US
7189|USAAP1304000|citsae|RNT|US
7190|USAAP0654000|citsae|RNZ|US
7191|USAAP0038000|citsae|ROA|US
7192|USA0MNRST000|citsae|ROC|US
7193|USAAP0673000|citsae|ROG|US
7194|USAAP0339000|citsae|ROL|US
7195|USA0NMROW000|citsae|ROW|US
7196|USAAP1080000|citsae|ROX|US
7197|USAAP1290000|citsae|RPX|US
7198|USAAP1072000|citsae|RRL|US
7199|USAAP1476000|citsae|RRT|US
7200|USAAP0340000|citsae|RSH|US
7201|ARG000ROS000|citsae|RSJ|US
7202|USAAP0653000|citsae|RSL|US
7203|USAAP1275000|citsae|RSN|US
7204|USAAP1274000|citsae|RSP|US
7205|USA0MNRST000|citsae|RST|US
7206|USAAP1306000|citsae|RSX|US
7207|USAAP1307000|citsae|RTD|US
7208|USAAP1429000|citsae|RTL|US
7209|USAAP1039000|citsae|RTN|US
7210|USAAP0341000|citsae|RUI|US
7211|USA0VTRUT000|citsae|RUT|US
7212|USAAP1000000|citsae|RVR|US
7213|USA0OKTUL000|citsae|TUL|US
7214|USAAP1308000|citsae|RWB|US
7215|USAAP0734000|citsae|RWF|US
7216|USAAP0783000|citsae|RWI|US
7217|USAAP0860000|citsae|RWL|US
7218|USAAP0688000|citsae|RZZ|US
7219|USAAP1402000|citsae|SAD|US
7220|USAAP0342000|citsae|SAF|US
7221|USAAP1403000|citsae|SAG|US
7222|USA0CASAN000|citsae|SAN|US
7223|USAAP1401000|citsae|SAS|US
7224|USAAP1421000|citsae|SBT|US
7225|USA0WISBM000|citsae|SBM|US
7226|USAAP0032000|citsae|SBN|US
7227|USAAP0016000|citsae|SBS|US
7228|USAAP1094000|citsae|SBX|US
7229|USAAP0343000|citsae|SBY|US
7230|USAAP1427000|citsae|SCB|US
7231|USAAP0344000|citsae|SCC|US
7232|USAAP0020000|citsae|SCE|US
7233|USAAP0661000|citsae|SCH|US
7234|USAAP0345000|citsae|SCJ|US
7235|USAAP0346000|citsae|SCM|US
7236|USAAP0347000|citsae|SDP|US
7237|USAAP1409000|citsae|SDX|US
7238|USAAP0348000|citsae|SDY|US
7239|USAAP1488000|citsae|SEF|US
7240|USAAP1047000|citsae|SEG|US
7241|USAAP0841000|citsae|SEP|US
7242|USAAP0728000|citsae|SER|US
7243|USA0WAGEG000|citsae|GEG|US
7244|USAAP0949000|citsae|SFM|US
7245|COL000134000|citsae|SFR|US
7246|USAAP0818000|citsae|SFZ|US
7247|USA0ILSPI000|citsae|SGF|US
7248|USA0ILSPI000|citsae|SGH|US
7249|DEU000STR000|citsae|SGT|US
7250|USA0UTSGU000|citsae|SGU|US
7251|USAAP1404000|citsae|SGW|US
7252|USAAP0349000|citsae|SGY|US
7253|USAAP0350000|citsae|SHD|US
7254|USAAP0351000|citsae|SHG|US
7255|USAAP0352000|citsae|SHH|US
7256|USAAP1092000|citsae|SHN|US
7257|USAAP0353000|citsae|SHR|US
7258|USAAP0354000|citsae|SHX|US
7259|USAAP1411000|citsae|SIK|US
7260|USAAP0355000|citsae|SIT|US
7261|USAAP1418000|citsae|SIV|US
7262|USAAP1341000|citsae|SIY|US
7263|CAN000SJB000|citsae|SJN|US
7264|USAAP0356000|citsae|SJT|US
7265|USAAP1489000|citsae|SKJ|US
7266|USAAP0357000|citsae|SKK|US
7267|USAAP1425000|citsae|SKW|US
7268|USAAP0708000|citsae|SKY|US
7269|USAAP0956000|citsae|SLB|US
7270|USA0UTSLC000|citsae|SLC|US
7271|USAAP0358000|citsae|SLE|US
7272|USAAP0824000|citsae|SLG|US
7273|USAAP0359000|citsae|SLK|US
7274|USAAP0360000|citsae|SLN|US
7275|USA0ORSLE000|citsae|SLO|US
7276|USAAP0361000|citsae|SLQ|US
7277|USAAP0842000|citsae|SLR|US
7278|USAAP1406000|citsae|SLT|US
7279|USAAP0955000|citsae|SME|US
7280|USAAP0362000|citsae|SMK|US
7281|USAAP1081000|citsae|SMN|US
7282|USAAP0620000|citsae|SMO|US
7283|USAAP1487000|citsae|SMU|US
7284|USAAP0363000|citsae|SMX|US
7285|USAAP0662000|citsae|SNK|US
7286|USAAP0718000|citsae|SNL|US
7287|USAAP0364000|citsae|SNP|US
7288|USAAP0777000|citsae|SNS|US
7289|AUSNSWHBS000|citsae|SNY|US
7290|USAAP1434000|citsae|SOL|US
7291|USAAP0832000|citsae|SOP|US
7292|USAAP0365000|citsae|SOV|US
7293|USAAP0764000|citsae|SOW|US
7294|USAAP0882000|citsae|SPF|US
7295|USA0ILSPI000|citsae|SPI|US
7296|PRY0000SP000|citsae|SPQ|US
7297|USAAP1104000|citsae|SPW|US
7298|USA0ARFYV000|citsae|SPZ|US
7299|USAAP0951000|citsae|SQA|US
7300|GBRSCTSTG000|citsae|SQI|US
7301|USAAP0806000|citsae|SQL|US
7302|USAAP1413000|citsae|SQV|US
7303|USAAP0722000|citsae|SRC|US
7304|ARG000AFA000|citsae|SRF|US
7305|USAAP0367000|citsae|SRQ|US
7306|BOL000SRZ000|citsae|SRU|US
7307|USAAP0368000|citsae|SRV|US
7308|USA0TXSAT000|citsae|SAT|US
7309|USAAP1084000|citsae|SSU|US
7310|USAAP1432000|citsae|SSW|US
7311|USAAP0371000|citsae|STC|US
7312|USAAP0890000|citsae|STE|US
7313|USAAP0372000|citsae|STG|US
7314|USAAP0876000|citsae|STJ|US
7315|GBRSCTSTG000|citsae|STK|US
7316|ARG000RSA000|citsae|STS|US
7317|USAAP0765000|citsae|SUA|US
7318|USAAP1096000|citsae|SUC|US
7319|USAAP1089000|citsae|SUD|US
7320|USAAP0957000|citsae|SUE|US
7321|USAAP0373000|citsae|SUN|US
7322|USAAP0757000|citsae|SUO|US
7323|USAAP0891000|citsae|SUW|US
7324|USAAP0374000|citsae|SUX|US
7325|USAAP0375000|citsae|SVA|US
7326|USAAP0376000|citsae|SVC|US
7327|USAAP0785000|citsae|SVE|US
7328|USAAP0731000|citsae|SVH|US
7329|USAAP0050000|citsae|SAV|US
7330|USAAP0377000|citsae|SVS|US
7331|USAAP1428000|citsae|SVW|US
7332|USAAP0768000|citsae|SWD|US
7333|USAAP0378000|citsae|SWF|US
7334|USAAP0853000|citsae|SWO|US
7335|USAAP0843000|citsae|SWW|US
7336|USAAP0379000|citsae|SXP|US
7337|USAAP0954000|citsae|SXQ|US
7338|AUSNSWHBS000|citsae|SXY|US
7339|USAAP1492000|citsae|SYA|US
7340|USAAP1526000|citsae|SYB|US
7341|USAAP0953000|citsae|SYI|US
7342|SLV0000SM000|citsae|SYL|US
7343|USAAP1430000|citsae|SYN|US
7344|USAAP0033000|citsae|SYR|US
7345|USAAP1482000|citsae|SYV|US
7346|USAAP0972000|citsae|SZL|US
7347|HND0000SB000|citsae|SBA|US
7348|USAAP0950000|citsae|SZP|US
7349|USAAP0964000|citsae|TAD|US
7350|USAAP0380000|citsae|TAL|US
7351|USAAP1082000|citsae|TBC|US
7352|USAAP0381000|citsae|TBN|US
7353|USAAP0805000|citsae|TBR|US
7354|USAAP0965000|citsae|TCC|US
7355|USAAP0010000|citsae|TCL|US
7356|USA0WATTW000|citsae|TIW|US
7357|USAAP0898000|citsae|TCS|US
7358|USAAP0382000|citsae|TCT|US
7359|BLZ0000TO000|citsae|TDO|US
7360|BLZ0000TO000|citsae|TOL|US
7361|USAAP0383000|citsae|TEB|US
7362|USAAP1442000|citsae|TEH|US
7363|USAAP1437000|citsae|TEK|US
7364|USAAP0384000|citsae|TEX|US
7365|USAAP1440000|citsae|TGE|US
7366|USAAP1443000|citsae|THM|US
7367|USAAP1414000|citsae|THP|US
7368|GBRENGYOR000|citsae|THV|US
7369|USAAP0670000|citsae|TIX|US
7370|USAAP0959000|citsae|TKA|US
7371|USAAP0385000|citsae|TKE|US
7372|USAAP0632000|citsae|TKF|US
7373|USAAP1451000|citsae|TKI|US
7374|USAAP0386000|citsae|TKJ|US
7375|USAAP1517000|citsae|TKL|US
7376|USAAP0387000|citsae|TLA|US
7377|USAAP1445000|citsae|TLF|US
7378|USA0FLTLH000|citsae|TLH|US
7379|USAAP0388000|citsae|TLJ|US
7380|USAAP0663000|citsae|TLR|US
7381|USAAP0389000|citsae|TLT|US
7382|USAAP0732000|citsae|TMA|US
7383|USAAP0390000|citsae|TNC|US
7384|USAAP0391000|citsae|TNK|US
7385|USAAP0865000|citsae|TNP|US
7386|USAAP0746000|citsae|TNU|US
7387|USAAP1453000|citsae|TOA|US
7388|USAAP1100000|citsae|TOC|US
7389|USAAP0392000|citsae|TOG|US
7390|USAAP1447000|citsae|TOI|US
7391|USAAP1454000|citsae|TOR|US
7392|USAAP0844000|citsae|TPL|US
7393|USAAP1439000|citsae|TPO|US
7394|USAAP1446000|citsae|TRH|US
7395|GBRENGBST000|citsae|TRI|US
7396|USAAP0961000|citsae|TRL|US
7397|USAAP1448000|citsae|TRM|US
7398|USAAP0910000|citsae|TRT|US
7399|USAAP1438000|citsae|TSG|US
7400|USAAP0393000|citsae|TSM|US
7401|USAAP0794000|citsae|TSP|US
7402|JAM000POR000|citsae|TTD|US
7403|USAAP1147000|citsae|TTO|US
7404|USAAP0394000|citsae|TUP|US
7405|USAAP0035000|citsae|TVC|US
7406|USAAP0395000|citsae|TVF|US
7407|USAAP0916000|citsae|TVI|US
7408|USAAP0726000|citsae|TVL|US
7409|CHN043013021|citsae|TWA|US
7410|USAAP0396000|citsae|TWD|US
7411|USAAP0397000|citsae|TWF|US
7412|USAAP0051000|citsae|TXK|US
7413|USAAP1449000|citsae|TYE|US
7414|USAAP0029000|citsae|TYS|US
7415|USAAP1507000|citsae|UCA|US
7416|USAAP1496000|citsae|UCC|US
7417|USAAP0989000|citsae|UCE|US
7418|USAAP0802000|citsae|UCY|US
7419|USAAP0635000|citsae|UES|US
7420|USAAP1527000|citsae|UGI|US
7421|USAAP1475000|citsae|UGN|US
7422|USAAP1508000|citsae|UGS|US
7423|USAAP1269000|citsae|UIL|US
7424|USAAP0398000|citsae|UIN|US
7425|USAAP0880000|citsae|UIZ|US
7426|USAAP0725000|citsae|UKI|US
7427|USAAP1474000|citsae|UKN|US
7428|USAAP0836000|citsae|UKT|US
7429|USAAP1493000|citsae|ULM|US
7430|USAAP1477000|citsae|UMB|US
7431|USAAP1407000|citsae|UMM|US
7432|USAAP0399000|citsae|UMT|US
7433|USAAP0400000|citsae|UNK|US
7434|USA0AKJNU000|citsae|UNU|US
7435|USAAP1410000|citsae|UOS|US
7436|GBRENGOXF000|citsae|UOX|US
7437|USAAP1064000|citsae|UPP|US
7438|USAAP1268000|citsae|UQE|US
7439|USAAP0683000|citsae|UST|US
7440|USAAP0401000|citsae|UTO|US
7441|USAAP1265000|citsae|UUK|US
7442|USAAP0966000|citsae|UVA|US
7443|USA0COVAC000|citsae|UWA|US
7444|USAAP0402000|citsae|VAK|US
7445|USAAP1468000|citsae|VCB|US
7446|AUSVIC000000|citsae|VCT|US
7447|USAAP1465000|citsae|VCV|US
7448|USAAP0969000|citsae|VDI|US
7449|USAAP0403000|citsae|VDZ|US
7450|USAAP0404000|citsae|VEE|US
7451|USAAP0405000|citsae|VEL|US
7452|USAAP1441000|citsae|VEX|US
7453|USAAP0845000|citsae|VHN|US
7454|USAAP1467000|citsae|VIH|US
7455|USAAP0406000|citsae|VIS|US
7456|USAAP0918000|citsae|VJI|US
7457|USA0MSVKS000|citsae|VKS|US
7458|USAAP1483000|citsae|VKW|US
7459|USAAP0968000|citsae|VLA|US
7460|USAAP1455000|citsae|VLE|US
7461|USAAP1458000|citsae|VLO|US
7462|ITA000VCE000|citsae|VNC|US
7463|USAAP1159000|citsae|VOK|US
7464|USAAP0751000|citsae|VPZ|US
7465|USAAP0679000|citsae|VRB|US
7466|USAAP1176000|citsae|VRS|US
7467|USA0ILSPI000|citsae|VSF|US
7468|USAAP0967000|citsae|VTN|US
7469|PER000011000|citsae|VYS|US
7470|GBRWLS000000|citsae|WAA|US
7471|USAAP1103000|citsae|WAH|US
7472|USAAP1400000|citsae|WAL|US
7473|USAAP1083000|citsae|WAY|US
7474|USAAP0409000|citsae|WBB|US
7475|USA0COWBU000|citsae|WBU|US
7476|USAAP0634000|citsae|WBN|US
7477|USAAP0410000|citsae|WBQ|US
7478|USAAP0919000|citsae|WBR|US
7479|USAAP1419000|citsae|WCR|US
7480|USAAP1472000|citsae|WDN|US
7481|USAAP1090000|citsae|WDR|US
7482|USAAP0715000|citsae|WEA|US
7483|USAAP1185000|citsae|WFK|US
7484|GBRENGWNE000|citsae|WGO|US
7485|USAAP1202000|citsae|WHD|US
7486|USAAP0739000|citsae|WHT|US
7487|GBRENGLAN000|citsae|WJF|US
7488|USAAP0412000|citsae|WKK|US
7489|USAAP1460000|citsae|WKL|US
7490|USAAP0978000|citsae|WLD|US
7491|USAAP0413000|citsae|WLK|US
7492|USAAP0766000|citsae|WLM|US
7493|USAAP1312000|citsae|WLR|US
7494|USAAP0866000|citsae|WLW|US
7495|USAAP0979000|citsae|WMC|US
7496|USAAP0822000|citsae|WMH|US
7497|USAAP0414000|citsae|WMK|US
7498|CHN022006000|citsae|WMO|US
7499|USAAP0054000|citsae|WNA|US
7500|USAAP1450000|citsae|WNC|US
7501|USAAP1479000|citsae|WOD|US
7502|USAAP1480000|citsae|WOO|US
7503|USAAP1098000|citsae|WOW|US
7504|USAAP1075000|citsae|WPO|US
7505|USAAP0415000|citsae|WRG|US
7506|USAAP1287000|citsae|WRH|US
7507|USAAP1167000|citsae|WRI|US
7508|USAAP0416000|citsae|WRL|US
7509|USAAP1431000|citsae|WSB|US
7510|CHN046A30000|citsae|WSD|US
7511|USAAP1405000|citsae|WSF|US
7512|USA0WA000000|citsae|WSG|US
7513|USAAP1495000|citsae|WSH|US
7514|ARG000UAQ000|citsae|WSJ|US
7515|USAAP1212000|citsae|WSM|US
7516|USAAP0417000|citsae|WSN|US
7517|USAAP0418000|citsae|WST|US
7518|USAAP0419000|citsae|WSX|US
7519|USAAP0420000|citsae|WTL|US
7520|USAAP1213000|citsae|WTR|US
7521|USAAP0750000|citsae|WVI|US
7522|USAAP0621000|citsae|WVL|US
7523|USAAP0973000|citsae|WWA|US
7524|USAAP0814000|citsae|WWD|US
7525|USAAP0421000|citsae|WWP|US
7526|USAAP0664000|citsae|WWR|US
7527|USAAP0422000|citsae|WWT|US
7528|USAAP1500000|citsae|WYB|US
7529|USAAP0423000|citsae|WYS|US
7530|USAAP0698000|citsae|XES|US
7531|USAAP1373000|citsae|XPR|US
7532|USAAP1484000|citsae|XPU|US
7533|USAAP1423000|citsae|XSM|US
7534|USAAP1498000|citsae|YAK|US
7535|USAAP0981000|citsae|YKN|US
7536|USAAP0425000|citsae|YNG|US
7537|USAAP0426000|citsae|YUM|US
7538|USAAP1355000|citsae|ZNC|US
7539|USAAP0982000|citsae|ZPH|US
7540|USAAP0704000|citsae|ZZV|US
7541|URY0000AR000|citsae|ATI|UY
7542|URY0000CO000|citsae|CYR|UY
7543|URY0000DU000|citsae|DZO|UY
7544|URY000002000|citsae|MLZ|UY
7545|URY0000MO000|citsae|MVD|UY
7546|URY000001000|citsae|PDP|UY
7547|URY0000PA000|citsae|PDU|UY
7548|URY000003000|citsae|RVY|UY
7549|URY0000SL000|citsae|STY|UY
7550|URY000TAW000|citsae|TAW|UY
7551|URY000005000|citsae|TYT|UY
7552|URY000004000|citsae|VCH|UY
7553|UZB0000AN000|citsae|AZN|UZ
7554|UZB0000BU000|citsae|BHK|UZ
7555|UZB0000FA000|citsae|FEG|UZ
7556|UZB000004000|citsae|KSQ|UZ
7557|UZB0000NG000|citsae|NMA|UZ
7558|UZB000001000|citsae|SKD|UZ
7559|UZB0000TK000|citsae|TAS|UZ
7560|UZB000002000|citsae|TMJ|UZ
7561|UZB000003000|citsae|UGC|UZ
7562|ZAF000PLZ000|citsae|BQU|VC
7563|VCT000001000|citsae|MQS|VC
7564|VCT000004000|citsae|PLI|VC
7565|VCT000002000|citsae|SVD|VC
7566|VCT000003000|citsae|UNI|VC
7567|VEN000017000|citsae|AAO|VE
7568|VEN000018000|citsae|AGV|VE
7569|ESP000BCN000|citsae|BLA|VE
7570|VEN00000E000|citsae|BNS|VE
7571|VEN000023000|citsae|CAJ|VE
7572|VEN000001000|citsae|CBL|VE
7573|VEN000034000|citsae|CBS|VE
7574|VEN00000A000|citsae|CCS|VE
7575|VEN000025000|citsae|CLZ|VE
7576|VEN000002000|citsae|CUM|VE
7577|VEN000003000|citsae|CUP|VE
7578|VEN000035000|citsae|CUV|VE
7579|VEN000036000|citsae|CXA|VE
7580|VEN000004000|citsae|CZE|VE
7581|VEN000026000|citsae|ELX|VE
7582|VEN000027000|citsae|EOR|VE
7583|VEN000028000|citsae|EOZ|VE
7584|VEN000029000|citsae|GDO|VE
7585|VEN000019000|citsae|GUI|VE
7586|VEN000020000|citsae|GUQ|VE
7587|VEN000054000|citsae|ICA|VE
7588|VEN000033000|citsae|KAV|VE
7589|VEN000032000|citsae|KTV|VE
7590|VEN000037000|citsae|LFR|VE
7591|VEN000038000|citsae|LGY|VE
7592|VEN000045000|citsae|LPJ|VE
7593|VEN000039000|citsae|LRV|VE
7594|VEN000021000|citsae|LSP|VE
7595|VEN000022000|citsae|MAR|VE
7596|MEX000MID000|citsae|MRD|VE
7597|VEN000005000|citsae|MUN|VE
7598|VEN000006000|citsae|MYC|VE
7599|VEN000030000|citsae|PBL|VE
7600|VEN000043000|citsae|PDZ|VE
7601|VEN000007000|citsae|PMV|VE
7602|VEN000044000|citsae|PPH|VE
7603|VEN000040000|citsae|PPZ|VE
7604|VEN000041000|citsae|PTM|VE
7605|VEN000008000|citsae|PYH|VE
7606|VEN000009000|citsae|PZO|VE
7607|VEN000047000|citsae|SBB|VE
7608|VEN000024000|citsae|SCI|VE
7609|VEN000010000|citsae|SFD|VE
7610|VEN000048000|citsae|SFX|VE
7611|VEN000049000|citsae|SNF|VE
7612|VEN000046000|citsae|SNV|VE
7613|VEN000011000|citsae|SOM|VE
7614|VEN000012000|citsae|STB|VE
7615|CPV0000SD000|citsae|STD|VE
7616|VEN000050000|citsae|SVV|VE
7617|USA0TXSAT000|citsae|SVZ|VE
7618|VEN000051000|citsae|TMO|VE
7619|VEN000013000|citsae|TUV|VE
7620|VEN000053000|citsae|URM|VE
7621|VEN000031000|citsae|VCR|VE
7622|VEN000042000|citsae|VDP|VE
7623|VEN000014000|citsae|VIG|VE
7624|VEN000015000|citsae|VLN|VE
7625|VEN000016000|citsae|VLV|VE
7626|VEN000052000|citsae|WOK|VE
7627|VGB000003000|citsae|NGD|VG
7628|VGB000002000|citsae|TOV|VG
7629|VGB000001000|citsae|VIJ|VG
7630|VIR000001000|citsae|SJF|VI
7631|JAM000THO000|citsae|STT|VI
7632|VNM000004000|citsae|BMV|VN
7633|VNM000014000|citsae|CAH|VN
7634|VNM000001000|citsae|DAD|VN
7635|VNM000005000|citsae|DIN|VN
7636|VNM000006000|citsae|DLI|VN
7637|VNM0000HI000|citsae|HAN|VN
7638|CHN034018022|citsae|HOO|VN
7639|VNM0000HP000|citsae|HPH|VN
7640|VNM000002000|citsae|HUI|VN
7641|VNM000024000|citsae|KON|VN
7642|VNM000017000|citsae|PHA|VN
7643|VNM000023000|citsae|PHU|VN
7644|VNM000007000|citsae|PQC|VN
7645|VNM000008000|citsae|PXU|VN
7646|VNM000025000|citsae|SOA|VN
7647|VNM000009000|citsae|SQH|VN
7648|CHN013007021|citsae|TBB|VN
7649|VNM000019000|citsae|TMK|VN
7650|VNM000010000|citsae|UIH|VN
7651|VNM000016000|citsae|VCA|VN
7652|VNM000021000|citsae|VCL|VN
7653|VNM000011000|citsae|VII|VN
7654|VNM000012000|citsae|VKG|VN
7655|VNM000022000|citsae|VSO|VN
7656|VNM000013000|citsae|VTG|VN
7657|CHN044016022|citsae|XLO|VN
7658|VNM000018000|citsae|XNG|VN
7659|VNM000020000|citsae|XVL|VN
7660|VUT000001000|citsae|AUY|VU
7661|VUT000002000|citsae|AWD|VU
7662|VUT000003000|citsae|CCV|VU
7663|VUT000004000|citsae|DLY|VU
7664|VUT000005000|citsae|EAE|VU
7665|VUT000022000|citsae|FTA|VU
7666|VUT000023000|citsae|GBA|VU
7667|VUT000024000|citsae|IPA|VU
7668|VUT000025000|citsae|LNB|VU
7669|VUT000026000|citsae|LNE|VU
7670|VUT000027000|citsae|LOD|VU
7671|VUT000028000|citsae|LPM|VU
7672|VUT000006000|citsae|MTV|VU
7673|VUT000007000|citsae|MWF|VU
7674|VUT000008000|citsae|NUS|VU
7675|VUT000009000|citsae|OLJ|VU
7676|VUT000010000|citsae|PBJ|VU
7677|VUT000030000|citsae|RCL|VU
7678|VUT000011000|citsae|SLH|VU
7679|VUT000012000|citsae|SON|VU
7680|VUT000013000|citsae|SSR|VU
7681|VUT000014000|citsae|SWJ|VU
7682|VUT000015000|citsae|TAH|VU
7683|VUT000016000|citsae|TGH|VU
7684|VUT000017000|citsae|TOH|VU
7685|VUT000029000|citsae|UIQ|VU
7686|VUT000018000|citsae|ULB|VU
7687|VUT000019000|citsae|VLS|VU
