id|airport_code|code
3126|WTO|MHL000012000
3127|WTS|MDG000022000
3128|WUG|PNG000093000
3129|WUN|AUS000127000
3130|WUU|SDN000009000
3131|WVB|NAM000008000
3132|WVK|MDG000023000
3133|WVN|DEU000025000
3134|WWK|PNG000094000
3135|WWP|USAAP0421000
3136|WWT|USAAP0422000
3137|WYA|AUS0SAWAY000
3138|WYS|USAAP0423000
3139|XAP|BRA000085000
3140|XBE|CAN000017000
3141|XBJ|IRN000025000
3142|XBN|PNG000095000
3143|XCH|CXR000000000
3144|XGR|CAN000018000
3145|XIQ|GRL000013000
3146|XKH|LAO0000XI000
3147|XKS|CAN000019000
3148|XLB|CAN000020000
3149|XMH|PYF000017000
3150|XPK|CAN000021000
3151|XQP|CRI000008000
3152|XQU|CAN000022000
3153|XRY|ESP000019000
3154|XSC|TCA000003000
3155|XSI|CAN000023000
3156|XTG|AUS000128000
3157|XTL|CAN000024000
3158|XYA|SLB000017000
3159|YAZ|CAN000025000
3160|YTP|CAN000025000
3161|YBL|CAN000026000
3162|YHH|CAN000026000
3163|YCS|CAN000027000
3164|YCY|CAN000028000
3165|YDA|CAN000029000
3166|YDF|CAN000030000
3167|YDN|CAN000031000
3168|YDP|CAN000032000
3169|YDQ|CAN000033000
3170|YDS|CAN000034000
3171|YEC|KOR000005000
3172|YEK|CAN000035000
3173|YER|CAN000036000
3174|YEV|CAN000037000
3175|YFA|CAN000038000
3176|YFB|CAN000IQL000
3177|YFH|CAN000039000
3178|YFO|CAN000040000
3179|YFS|CAN000041000
3180|YFX|CAN000042000
3181|YGB|CAN000043000
3182|YGG|CAN000044000
3183|YGH|CAN000045000
3184|YGJ|JPN000090000
3185|YGL|CAN000046000
3186|YGN|CAN000047000
3187|YGO|CAN000048000
3188|YGR|CAN000049000
3189|YGT|CAN000050000
3190|YGX|CAN000051000
3191|YGZ|CAN000052000
3192|YHA|CAN000053000
3193|YHD|CAN000054000
3194|YHI|CAN000055000
3195|YHK|CAN000056000
3196|YHO|CAN000057000
3197|YHP|CAN000058000
3198|YHR|CAN000059000
3199|YHY|CAN000060000
3200|YIF|CAN000061000
3201|YIK|CAN000062000
3202|YIO|CAN000063000
3203|YIV|CAN000064000
3204|YJT|CAN000065000
3205|YKG|CAN000066000
3206|YKL|CAN000067000
3207|YKM|USAAP0424000
3208|FCT|USAAP0424000
3209|YKQ|CAN000068000
3210|YKT|CAN000069000
3211|YKU|CAN000070000
3212|YLC|CAN000071000
3213|YLE|CAN000072000
3214|YLH|CAN000073000
3215|YLL|CAN000074000
3216|YLY|CAN000075000
3217|YMM|CAN000076000
3218|YMN|CAN000077000
3219|YMO|CAN000078000
3220|YMP|CAN000079000
3221|YMT|CAN000080000
3222|YNA|CAN000081000
3223|YNB|SAU000YNB000
3224|YNC|CAN000082000
3225|YNE|CAN000083000
3226|YNG|USAAP0425000
3227|YNL|CAN000084000
3228|YNO|CAN000085000
3229|YNS|CAN000086000
3230|YOC|CAN000087000
3231|YOG|CAN000088000
3232|YOH|CAN000089000
3233|YOJ|CAN000090000
3234|YOP|CAN000091000
3235|YPA|CAN000092000
3236|YPB|CAN000093000
3237|YPC|CAN000094000
3238|YPE|CAN000095000
3239|YPH|CAN000096000
3240|YPJ|CAN000097000
3241|YPL|CAN000098000
3242|YPM|CAN000099000
3243|YPO|CAN000100000
3244|YPR|CAN000101000
3245|ZSW|CAN000101000
3246|YPT|CAN000102000
3247|YPW|CAN000103000
3248|YPX|CAN000104000
3249|YPY|CAN000105000
3250|YQC|CAN000106000
3251|YQD|CAN000107000
3252|YQI|CAN000108000
3253|YQK|CAN000109000
3254|YQL|CAN000110000
3255|YQN|CAN000111000
3256|YQQ|CAN000112000
3257|YQU|CAN000113000
3258|YQX|CAN000114000
3259|YQZ|CAN000115000
3260|YRA|USA0NCRAG000
3261|YRB|CAN000116000
3262|YRF|CAN000117000
3263|YRG|CAN000118000
3264|YRJ|CAN000119000
3265|YRL|CAN000120000
3266|YRR|CAN000121000
3267|YRT|CAN000122000
3268|YSF|CAN000123000
3269|YSG|CAN000124000
3270|YSK|CAN000125000
3271|YSL|CAN000126000
3272|YSM|USA0ARFSM000
3273|YSO|CAN000127000
3274|YST|CAN000128000
3275|YSY|CAN000129000
3276|YTE|CAN000130000
3277|YTG|CAN000131000
3278|YTH|CAN000132000
3279|YTL|CAN000133000
3280|YTM|CAN000134000
3281|YTQ|CAN000135000
3282|YTS|CAN000136000
3283|YUB|CAN000137000
3284|YUD|CAN000138000
3285|YUM|USAAP0426000
3286|LGF|USAAP0426000
3287|YUT|CAN000139000
3288|YUX|CAN000140000
3289|YVA|COM000002000
3290|HAH|COM000002000
3291|YVC|CAN000141000
3292|YVD|PNG000096000
3293|YVM|CAN000142000
3294|YVP|CAN000143000
3295|YVQ|CAN000144000
3296|YVZ|CAN000030000
3297|YWB|CAN000145000
3298|YWJ|CAN000146000
3299|YWK|CAN000147000
3300|YWL|CAN000148000
3301|YWM|CAN000149000
3302|YWP|CAN000150000
3303|YXC|CAN000151000
3304|YXH|CAN000152000
3305|YXL|CAN000153000
3306|YXN|CAN000154000
3307|YXP|CAN000155000
3308|YXS|CAN000156000
3309|YXT|CAN000157000
3310|YXX|CAN000158000
3311|YXY|CAN000YXY000
3312|YYB|CAN000159000
3313|YYD|CAN000160000
3314|YYE|CAN000161000
3315|YYF|CAN000162000
3316|YYH|CAN000163000
3317|YYL|CAN000164000
3318|YYR|CAN000165000
3319|YYU|CAN000166000
3320|YYY|CAN000167000
3321|YZF|CAN000YZF000
3322|YZP|CAN000168000
3323|YZR|CAN000169000
3324|YZS|CAN000170000
3325|YZT|CAN000171000
3326|YZV|CAN000172000
3327|ZAC|GBRENGYOR000
3328|ZAD|HRV000013000
3329|ZAH|IRN000026000
3330|ZAL|CHL000006000
3331|ZAM|PHL000032000
3332|ZBF|CAN000173000
3333|ZBR|IRN000027000
3334|ZCL|MEX000ZAC000
3335|ZCO|CHL000007000
3336|ZEL|CAN000174000
3337|ZEM|CAN000175000
3338|ZFD|CAN000176000
3339|ZFN|CAN000177000
3340|ZGI|CAN000178000
3341|ZGS|CAN000179000
3342|ZGU|VUT000021000
3343|ZIG|SEN0000ZI000
3344|ZJN|CAN000180000
3345|ZKB|ZMB000001000
3346|ZKE|CAN000181000
3347|ZKG|CAN000182000
3348|ZLO|MEX000028000
3349|ZMT|CAN000183000
3350|ZNE|AUS000129000
3351|ZOS|CHL000008000
3352|ZPB|CAN000184000
3353|ZRJ|CAN000185000
3354|ZSA|BRA000086000
3355|ZSE|REU000001000
3356|ZSJ|CAN000186000
3357|ZTB|CAN000187000
3358|ZTH|GRC000013000
3359|ZTM|CAN000188000
3360|ZUM|CAN000189000
3361|ZVK|LAO0000SV000
3362|ZWL|CAN000190000
3363|ZYL|BGD000004000
3364|ZZU|MWI000003000
3365|AAB|AUS000130000
3366|AAC|EGY000008000
3367|AAE|DZA000AAE000
3368|AAF|USAAP0427000
3369|AAG|BRA000087000
3370|AAI|BRA000088000
3371|AAJ|SUR000001000
3372|AAK|KIR000004000
3373|AAN|ARE0000AL000
3374|AAO|VEN000017000
3375|AAQ|RUS000043000
3376|AAS|IDN000060000
3377|AAU|WSM000002000
3378|AAV|PHL000033000
3379|AAX|BRA000089000
3380|AAY|YEM000005000
3381|ABB|GBR000039000
3382|ABC|ESP000020000
3383|ABD|IRN000028000
3384|ABF|KIR000005000
3385|ABH|AUS000131000
3386|ABI|USA0KSABZ000
3387|DYS|USA0KSABZ000
3388|ABK|ETH000019000
3389|ABL|USAAP0428000
3390|ABM|AUS000132000
3391|ABN|SUR000002000
3392|ABP|PNG000097000
3393|ABR|USA0MDAPG000
3394|ABS|EGY000009000
3395|ABT|SAU000015000
3396|ABU|IDN000061000
3397|ABW|PNG000098000
3398|ABY|USA0NYCVO000
3399|NAB|USA0NYCVO000
3400|ACI|GBR000040000
3401|ACJ|LKA000ADP000
3402|ACK|USAAP0429000
3403|ACL|COL000041000
3404|ACM|COL000042000
3405|ACP|IRN000029000
3406|ACR|COL000043000
3407|ACS|RUS000044000
3408|ACT|USAAP0430000
3409|CNW|USAAP0430000
3410|ACU|PAN000012000
3411|ACV|USAAP0431000
3412|EKA|USAAP0431000
3413|ADC|PNG000099000
3414|ADE|YEM0000AD000
3415|ADF|TUR000ADI000
3416|ADG|USAAP0432000
3417|ADH|RUS000045000
3418|ADI|NAM000009000
3419|ADK|USAAP0433000
3420|ADM|USAAP0434000
3421|AHD|USA0ALADM000
3422|ADN|COL000044000
3423|ADO|AUS000133000
3424|ADP|LKA000001000
3425|AFK|LKA000001000
3426|ADQ|USAAP0435000
3427|KDK|USAAP0435000
3428|ADR|USAAP0436000
3429|ADT|USAAP0437000
3430|ADU|IRN000030000
3431|ADV|GBR000041000
3432|ADY|ZAF000010000
3433|ADZ|COL000045000
3434|AEA|KIR000006000
3435|AEG|IDN000062000
3436|AEH|TCD000003000
3437|AEK|PNG000100000
3438|AEL|USAAP0438000
3439|AEO|MRT000008000
3440|AES|NOR000052000
3441|AET|USAAP0439000
3442|AEU|IRN000031000
3443|AEX|EGY000ALY000
3444|ESF|EGY000ALY000
3445|AEY|ISL000011000
3446|AFA|ARG000AFA000
3447|AFI|COL000046000
3448|AFL|BRA000090000
3449|AFO|USAAP0440000
3450|AFR|PNG000101000
3451|AFT|SLB000018000
3452|AFY|TUR000AFY000
3453|AGE|DEU000026000
3454|AGF|FRA000046000
3455|AGG|PNG000102000
3456|AGH|SWE000022000
3457|JHE|SWE000022000
3458|AGJ|JPN000091000
3459|AGL|PNG000103000
3460|AGN|USAAP0441000
3461|AGQ|GRC000014000
3462|AGR|IND000034000
3463|AGT|PRY000005000
3464|AGU|MEX000029000
3465|AGV|VEN000018000
3466|AGW|AUS000134000
3467|AGX|IND000035000
3468|AGY|AUS000135000
3469|AGZ|ZAF000011000
3470|AHB|SAU000AHB000
3471|AHE|PYF000018000
3472|AHF|USAAP0442000
3473|AHH|USAAP0443000
3474|AHI|IDN000063000
3475|AHN|USA0GAAHN000
3476|AHS|HND000007000
3477|AHT|USAAP0444000
3478|AHU|MAR000005000
3479|AHY|MDG000024000
3480|AHZ|FRA000047000
3481|AIA|USAAP0445000
3482|AIC|MHL000013000
3483|AID|USAAP0086000
3484|AIE|PNG000104000
3485|AIF|BRA000091000
3486|AIH|PNG000105000
3487|AII|DJI000001000
3488|AIK|USAAP0446000
3489|AIL|PAN000013000
3490|AIM|MHL000014000
3491|AIN|USAAP0447000
3492|AIO|USA0GATAT000
3493|AIP|MHL000015000
3494|AIR|BRA000092000
3495|AIS|KIR000007000
3496|AIT|COK000005000
3497|ESC|USAAP0448000
3498|ESD|USAAP0449000
3499|ESR|SLV000000000
3500|ESU|MAR000006000
3501|EUA|TON000002000
3502|EUN|MAR000007000
3503|EUX|NLD000008000
3504|EVE|NOR000053000
3505|EVG|SWE000023000
3506|EWB|USAAP0450000
3507|EWN|USAAP0451000
3508|EXI|USAAP0452000
3509|EXT|GBRENGEXE000
3510|EYP|COL000047000
3511|EZS|TUR000014000
3512|FAE|FRO000000000
3513|FAJ|PRI000004000
3514|FAT|USAAP0453000
3515|FCH|USAAP0453000
3516|FAV|PYF000019000
3517|FAY|USA0ARFYV000
3518|POB|USA0ARFYV000
3519|FCA|USAAP0454000
3520|FDE|NOR000054000
3521|FEG|UZB0000FA000
3522|FEN|BRA000093000
3523|FHU|USAAP0455000
3524|FIE|GBR000042000
3525|FIN|PNG000106000
3526|FIZ|AUS000136000
3527|FKB|DEU000KAE000
3528|FKL|USAAP0456000
3529|OIL|USAAP0456000
3530|FLA|COL000048000
3531|FLN|BRA000094000
3532|FLO|USAAP0457000
3533|FLW|PRT000011000
3534|FMA|ARG000FMA000
3535|FMN|USAAP0458000
3536|FNB|DEU000027000
3537|FNI|FRA000048000
3538|FNT|USA0MIFNT000
3539|FOD|USAAP0459000
3540|FOG|ITA000FOG000
3541|FOR|BRA000095000
3542|FRC|BRA000096000
3543|FRD|USAAP0460000
3544|FBS|USAAP0460000
3545|FRE|SLB000019000
3546|FRL|ITA000018000
3547|FRO|NOR000055000
3548|FRS|GTM000001000
3549|FRW|BWA000004000
3550|FSC|FRA000049000
3551|FSD|USA0SDFSD000
3552|FSM|USA0ARFSM000
3553|FTA|VUT000022000
3554|FTE|ARG000011000
3555|FTU|MDG000025000
3556|FUE|ESP000021000
3557|FUJ|JPN000092000
3558|FUT|WLF000001000
3559|FYU|USAAP0461000
3560|GAF|TUN0000GF000
3561|GAJ|JPN000006000
3562|GAL|USAAP0462000
3563|GAM|USAAP0463000
3564|GAO|CUB000014000
3565|GAR|PNG000107000
3566|GAU|IND000036000
3567|GAX|GAB000012000
3568|GBA|VUT000023000
3569|GBD|USAAP0464000
3570|GBJ|GLP000004000
3571|GBT|IRN000032000
3572|GCC|USAAP0465000
3573|GCK|USAAP0466000
3574|GCM|CYM000001000
3575|GCN|USAAP0467000
3576|JGC|USAAP0467000
3577|NGC|USAAP0467000
3578|GDE|ETH000020000
3579|GDQ|ETH000021000
3580|GDT|TCA000004000
3581|GDV|USAAP0468000
3582|GDZ|RUS000046000
3583|GEL|BRA000097000
3584|GER|CUB000022000
3585|GET|AUS000137000
3586|GEV|SWE000024000
3587|GEW|PNG000108000
3588|GFF|AUS000138000
3589|GFK|USA0NDGFK000
3590|GFN|AUS000139000
3591|GFO|GUY000003000
3592|GGG|USAAP0469000
3593|GGT|BHS000015000
3594|GGW|USA0MTGGW000
3595|GHA|DZA000011000
3596|GHB|BHS000016000
3597|GHE|PAN000014000
3598|GHT|LBY000008000
3599|GIB|GIB000000000
3600|GIC|AUS000140000
3601|GIL|PAK000017000
3602|GIS|NZL000GIS000
3603|GIZ|SAU000016000
3604|GJA|HND000008000
3605|GJL|DZA000012000
3606|GJT|USA0COGJT000
3607|GKA|PNG000109000
3608|GLF|CRI000009000
3609|GLH|USA0MSGLH000
3610|GLI|AUS000141000
3611|GLK|SOM000008000
3612|GLT|AUS000142000
3613|GLV|USAAP0470000
3614|GLZ|NLD000BRD000
3615|GMB|ETH000022000
3616|GMR|PYF000020000
3617|GND|GRD000001000
3618|GNU|USAAP0471000
3619|GNV|USAAP0472000
3620|GOB|ETH000023000
3621|GOE|PNG000110000
3622|GOH|GRL000014000
3623|GON|USAAP0473000
3624|GOR|ETH000024000
3625|GOU|CMR000007000
3626|GOV|AUS000143000
3627|GPT|USAAP0474000
3628|GPZ|USAAP0475000
3629|GRB|USA0WIGBK000
3630|GRL|PNG000111000
3631|GRQ|NLD000GRQ000
3632|GRW|PRT000012000
3633|GRY|ISL000012000
3634|GST|USAAP0476000
3635|BQV|USAAP0476000
3636|GTE|AUS000144000
3637|GTF|USAAP0477000
3638|GFA|USAAP0477000
3639|GUB|MEX000030000
3640|GUI|VEN000019000
3641|GUP|USAAP0478000
3642|GUQ|VEN000020000
3643|GUR|PNG000112000
3644|GVI|PNG000113000
3645|GVR|BRA000098000
3646|GWD|PAK000018000
3647|GWT|DEU000028000
3648|GWY|IRL0000GW000
3649|GXF|YEM000006000
3650|GYA|BOL000008000
3651|GYM|MEX000031000
3652|GYN|BRA000099000
3653|GZM|MLT000001000
3654|GZO|SLB000020000
3655|HAA|NOR000056000
3656|HAC|JPN000093000
3657|HAD|SWE000025000
3658|HAE|USAAP0479000
3659|HAS|SAU0000HL000
3660|HAU|NOR000057000
3661|HCA|USAAP0480000
3662|BGS|USAAP0480000
3663|HCQ|AUS000145000
3664|HCR|USAAP0481000
3665|HDF|DEU000029000
3666|HDM|IRN000033000
3667|HDS|ZAF000012000
3668|HEH|MMR000013000
3669|HEI|DEU000030000
3670|HER|GRC000015000
3671|HFN|ISL000013000
3672|HFS|SWE000026000
3673|HFT|NOR000058000
3674|HGA|SOM000009000
3675|HGD|AUS000146000
3676|HGL|DEU000031000
3677|HGN|THA000058000
3678|HGR|USAAP0482000
3679|HGU|PNG000114000
3680|HHQ|THA000111000
3681|HIB|USAAP0483000
3682|HID|AUS000147000
3683|HII|USAAP0484000
3684|HIL|ETH000025000
3685|HIR|SLB0000HO000
3686|HIS|AUS000148000
3687|HIT|PNG000115000
3688|HKB|USAAP0485000
3689|HKK|NZL000018000
3690|HKN|PNG000116000
3691|HLB|USAAP0197000
3692|HLF|SWE000027000
3693|HLG|USAAP0486000
3694|HLN|USAAP0487000
3695|HLZ|NZL000019000
3696|HMA|RUS000047000
3697|HME|DZA000013000
3698|HMO|MEX000HMO000
3699|HMV|SWE000028000
3700|HNA|JPN000094000
3701|HNH|USAAP0488000
3702|HNM|USAAP0489000
3703|HNS|USAAP0490000
3704|HOB|USAAP0491000
3705|HBB|USAAP0491000
3706|HOD|YEM0000HU000
3707|HOE|LAO000002000
3708|HOF|SAU000017000
3709|HOG|CUB000011000
3710|HOI|PYF000021000
3711|HOM|USAAP0492000
3712|HON|USAAP0493000
3713|HOR|PRT000013000
3714|HOV|NOR000059000
3715|HPB|USAAP0494000
3716|HPH|VNM0000HP000
3717|HPY|USAAP0495000
3718|HRL|USAAP0496000
3719|HRO|USAAP0497000
3720|HSL|USAAP0498000
3721|HTI|AUS000149000
3722|HTR|JPN000095000
3723|HTS|USA0WVHNU000
3724|HUH|PYF000022000
3725|HUQ|LBY000009000
3726|HUS|USAAP0499000
3727|HUU|PER0000HO000
3728|HUX|MEX000032000
3729|HVD|MNG000043000
3730|HVG|NOR000060000
3731|HVN|USA0CTHVN000
3732|HVR|USAAP0500000
3733|HYA|USAAP0501000
3734|HYF|PNG000117000
3735|HYG|USAAP0502000
3736|HYL|USAAP0503000
3737|HYS|USAAP0504000
3738|IAA|RUS000048000
3739|IAM|DZA000014000
3740|IAN|USAAP0505000
3741|IAQ|IRN000034000
3742|IAR|RUS000049000
3743|IBA|NGA000IBA000
3744|IBE|COL000049000
3745|IDA|USA0IDIDA000
3746|IDN|PNG000118000
3747|IDR|IND000IDR000
3748|IEG|POL000IEG000
3749|IFJ|ISL000014000
3750|IFO|UKR000010000
3751|IFP|USAAP0506000
3752|IGA|BHS000017000
3753|IGG|USAAP0507000
3754|IGM|USAAP0508000
3755|IGO|COL000050000
3756|IGR|ARG000012000
3757|IHR|IRN000035000
3758|IHU|PNG000119000
3759|IIL|IRN000036000
3760|IIS|PNG000120000
3761|IKO|USAAP0509000
3762|ILE|USAAP0510000
3763|HLR|USAAP0510000
3764|GRK|USAAP0510000
3765|ILI|USAAP0511000
3766|ILM|USAAP0512000
3767|ILO|PHL000034000
3768|ILP|NCL000005000
3769|ILY|GBR000043000
3770|IMF|IND000037000
3771|IMP|BRA000100000
3772|IMT|USAAP0513000
3773|INA|RUS000050000
3774|INL|USAAP0514000
3775|INZ|DZA000015000
3776|IOA|GRC000016000
3777|ION|COG000006000
3778|IOP|PNG000121000
3779|IOS|BRA000101000
3780|IPA|VUT000024000
3781|IPC|CHL0000LI000
3782|IPI|COL000051000
3783|IPL|USAAP0515000
3784|NJK|USAAP0515000
3785|IPN|BRA000102000
3786|IPT|USAAP0516000
3787|IQQ|CHL000009000
3788|IQT|PER000009000
3789|IRA|SLB000021000
3790|IRC|USAAP0517000
3791|IRG|AUS000150000
3792|IRJ|ARG000IRJ000
3793|IRK|USAAP0518000
3794|IRO|CAF000012000
3795|ISA|AUS000151000
3796|ISC|GBR000044000
3797|TSO|GBR000044000
3798|ISN|USAAP0519000
3799|ISP|USAAP0520000
3800|ITB|BRA000103000
3801|ITH|USAAP0521000
3802|ITK|PNG000122000
3803|ITO|USA0HIITO000
3804|IVC|NZL000020000
3805|IVR|AUS000152000
3806|IWD|USAAP0522000
3807|IWJ|JPN000096000
3808|IXA|IND000038000
3809|IXB|IND000039000
3810|IXC|IND000IXC000
3811|IXE|IND000040000
3812|IXG|IND000041000
3813|IXJ|IND000042000
3814|IXL|IND000043000
3815|IXM|IND000IXM000
3816|IXR|IND000044000
3817|IXS|IND000045000
3818|IXU|IND000046000
3819|IXZ|IND000047000
3820|IYK|USAAP0523000
3821|IZO|JPN000097000
3822|JAG|PAK000019000
3823|JAL|MEX000JAL000
3824|JAQ|PNG000123000
3825|JAT|MHL000016000
3826|JAV|GRL000015000
3827|JBR|USAAP0524000
3828|JCH|GRL000016000
3829|JCK|AUS000153000
3830|JCU|ESP000022000
3831|JDF|BRA000104000
3832|JDH|IND000JDH000
3833|JDO|BRA000105000
3834|JEE|HTI000003000
3835|JEG|GRL000017000
3836|JEJ|MHL000017000
3837|JFR|GRL000018000
3838|JGA|IND000048000
3839|JGO|GRL000019000
3840|JGR|GRL000020000
3841|JHM|USAAP0525000
3842|JHS|GRL000021000
3843|JHW|USAAP0526000
3844|JIA|BRA000106000
3845|JIJ|ETH000026000
3846|JIK|GRC000017000
3847|JIM|ETH000027000
3848|JIW|PAK000020000
3849|JJI|PER000010000
3850|JJU|GRL000022000
3851|JKG|SWE000029000
3852|JKH|GRC000018000
3853|JKR|NPL000014000
3854|JMK|GRC000019000
3855|JMO|NPL000015000
3856|JMS|USAAP0527000
3857|JNN|GRL000023000
3858|JNS|GRL000024000
3859|JNU|USA0AKJNU000
3860|JNX|GRC000020000
3861|JOI|BRA000107000
3862|JOK|RUS000YOL000
3863|JPA|BRA000108000
3864|JPR|BRA000109000
3865|JQA|GRL000025000
3866|JQE|PAN000015000
3867|JRH|IND000049000
3868|JRN|BRA000110000
3869|JSH|GRC000021000
3870|JSI|GRC000022000
3871|JSR|BGD000005000
3872|JST|USAAP0528000
3873|JSU|GRL000026000
3874|JSY|GRC000023000
3875|JTR|GRC000024000
3876|JTY|GRC000025000
3877|JUA|BRA000111000
3878|JUB|SDN000010000
3879|JUI|DEU000032000
3880|JUJ|ARG000JUJ000
3881|JUL|PER000JUL000
3882|JUV|GRL000027000
3883|JVA|MDG000026000
3884|KAA|ZMB000001000
3885|KAB|ZWE000003000
3886|KAC|SYR0000QA000
3887|KAD|NGA000009000
3888|KAE|USAAP0529000
3889|KAL|USAAP0530000
3890|KAT|NZL000021000
3891|KAW|MMR000014000
3892|KBC|USAAP0531000
3893|KBE|USAAP0532000
3894|KBM|PNG000124000
3895|KBS|SLE000002000
3896|KBT|MHL000018000
3897|KCC|USAAP0533000
3898|KCG|USAAP0534000
3899|KBW|USAAP0534000
3900|KCL|USAAP0534000
3901|KCQ|USAAP0534000
3902|KDI|IDN000064000
3903|KDM|MDV000001000
3904|KDO|MDV000002000
3905|KDR|PNG000125000
3906|KDU|PAK000021000
3907|KDV|FJI000010000
3908|KEB|USAAP0535000
3909|KEH|USAAP0536000
3910|KEK|USAAP0537000
3911|KEP|NPL000016000
3912|KER|IRN000037000
3913|KET|MMR000015000
3914|KEW|CAN000191000
3915|KEX|PNG000126000
3916|KFA|MRT000009000
3917|KFP|USAAP0538000
3918|KGA|COD000013000
3919|KGB|PNG000127000
3920|KGC|AUS000154000
3921|KGE|SLB000022000
3922|KGF|KAZ000KAR000
3923|KGI|AUS0WAKGI000
3924|KGJ|MWI000004000
3925|KGK|USAAP0539000
3926|KGP|RUS000051000
3927|KGS|GRC000026000
3928|KGX|USAAP0540000
3929|KHD|IRN000038000
3930|KHE|UKR000011000
3931|KHM|MMR000016000
3932|KHR|MNG000012000
3933|KHS|OMN000002000
3934|KHZ|PYF000023000
3935|KID|SWE000030000
3936|KIF|CAN000192000
3937|KIH|IRN000039000
3938|KIM|ZAF000KIM000
3939|KIO|MHL000019000
3940|KIQ|PNG000128000
3941|KIR|IRL000008000
3942|KIS|KEN000KIS000
3943|KIT|GRC000027000
3944|KIW|ZMB000002000
3945|KIY|TZA000006000
3946|KJK|BEL000002000
3947|KJP|JPN000098000
3948|KKA|USAAP0541000
3949|KKD|PNG000129000
3950|KKE|NZL000022000
3951|KKH|USAAP0542000
3952|KKI|USAAP0543000
3953|KKN|NOR000061000
3954|KKR|PYF000024000
3955|KKU|USAAP0544000
3956|KKX|JPN000099000
3957|KKZ|KHM000KKZ000
3958|KLG|USAAP0545000
3959|KLL|USAAP0546000
3960|KLW|USAAP0547000
3961|KLX|GRC000028000
3962|KLZ|ZAF000013000
3963|KMA|PNG000130000
3964|KMC|USAAP0548000
3965|KMF|PNG000131000
3966|KMO|USAAP0549000
3967|KMV|MMR000017000
3968|KNK|USAAP0550000
3969|KNQ|NCL000006000
3970|KNW|USAAP0551000
3971|KNX|AUS000155000
3972|KOC|NCL000007000
3973|KOE|IDN000065000
3974|KOI|GBR000045000
3975|KOP|THA000073000
3976|KOR|PNG000132000
3977|KOT|USAAP0552000
3978|KOU|GAB000013000
3979|KPB|USAAP0553000
3980|KPC|USAAP0554000
3981|KPN|USAAP0555000
3982|KPS|AUS000156000
3983|KPV|USAAP0556000
3984|KQA|USAAP0557000
3985|KRB|AUS000157000
3986|KRF|SWE000031000
3987|KRI|PNG000133000
3988|KRN|SWE000032000
3989|KSA|FSM000002000
3990|KSE|UGA000KAS000
3991|KSH|IRN000040000
3992|KSJ|GRC000029000
3993|KSK|SWE000033000
3994|KSM|USAAP0558000
3995|KSN|KAZ000007000
3996|KSO|GRC000030000
3997|KSQ|UZB000004000
3998|KSU|NOR000062000
3999|KSW|ISR000002000
4000|KSY|TUR000015000
4001|KSZ|RUS000052000
4002|KTA|AUS000158000
4003|KTB|USAAP0559000
4004|KTD|JPN000100000
4005|KTG|IDN000066000
4006|KTN|USAAP0560000
4007|WFB|USAAP0560000
4008|KTR|AUS000159000
4009|KTS|USAAP0561000
4010|KUD|MYS000016000
4011|KUG|AUS000160000
4012|KUK|USAAP0562000
4013|KUM|JPN000101000
4014|KUN|LTU0000KA000
4015|KUQ|PNG000134000
4016|KUS|GRL000028000
4017|KUV|KOR047KUV000
4018|KUY|USAAP0563000
4019|KVA|GRC000031000
4020|KVB|SWE000034000
4021|KVC|USAAP0564000
4022|KVD|AZE000001000
4023|KVG|PNG000135000
4024|KVK|RUS000053000
4025|KVL|USAAP0565000
4026|KWA|MHL000020000
4027|KWF|USAAP0566000
4028|KWG|UKR000089000
4029|KWK|USAAP0567000
4030|KWM|AUS000161000
4031|KWN|USAAP0568000
4032|KWO|PNG000136000
4033|KWT|USAAP0569000
4034|KWY|KEN000008000
4035|KXA|USAAP0570000
4036|KXK|RUS000054000
4037|KYP|MMR000018000
4038|KYU|USAAP0571000
4039|KYX|PNG000137000
4040|KZF|PNG000138000
4041|KZI|GRC000032000
4042|KZO|KAZ000KZY000
4043|KZS|GRC000033000
4044|LAB|PNG000139000
4045|LAE|PNG000140000
4046|LAF|USAAP0572000
4047|LAR|USA0WYLAR000
4048|LAU|KEN000009000
4049|LAW|USAAP0573000
4050|LBB|USAAP0574000
4051|REE|USAAP0574000
4052|LBE|USAAP0575000
4053|LBF|USAAP0576000
4054|LBJ|IDN000067000
4055|LBL|USAAP0577000
4056|LBP|MYS000017000
4057|LBS|FJI000011000
4058|LBW|IDN000068000
4059|LBX|PHL000035000
4060|LCE|HND000009000
4061|LCH|USAAP0578000
4062|LCJ|POL000LOD000
4063|LDB|BRA000112000
4064|LDE|FRA000050000
4065|LDH|AUS000162000
4066|LDI|TZA0000LN000
4067|LEA|AUS000163000
4068|LEB|USAAP0579000
4069|LEC|BRA000113000
4070|LEL|AUS000164000
4071|LEN|ESP000LEN000
4072|LEQ|GBR000046000
4073|LER|AUS000165000
4074|LET|COL000052000
4075|LEV|FJI000012000
4076|LFM|IRN000041000
4077|LGB|USAAP0580000
4078|JLB|USAAP0580000
4079|LGI|BHS000018000
4080|LGL|MYS000018000
4081|LGO|DEU000033000
4082|LGP|PHL000036000
4083|LGQ|ECU000005000
4084|LGS|ARG000013000
4085|LHG|AUS000166000
4086|LHU|NAM0000CA000
4087|LIF|NCL000008000
4088|LIH|USAAP0581000
4089|HPV|USAAP0581000
4090|LIK|MHL000021000
4091|LIR|CRI000010000
4092|LIW|MMR000019000
4093|LKG|KEN000010000
