id|abbreviation|language|code|country|state|city|district|description
88974||en_us|CHN022008081|China|Jilin|Baicheng|Daonanshi|
88975||en_us|CHN023001004|China|Heilongjiang|Haerbin|Daowaiqu|
88976||en_us|CHN043011024|China|Hunan|Yongzhou|Daoxian|
88977||en_us|CHN052003025|China|Guizhou|Zunyi|Daozhengelaozumiaozuzizhixian|
88978||en_us|CHN044014022|China|Guangdong|Meizhou|Dapuxian|
88979||en_us|CHN063026024|China|Qinghai|Guoluo|Darixian|
88980||en_us|CHN021008082|China|Liaoning|Yingkou|Dashiqiaoshi|
88981||en_us|CHN035004025|China|Fujian|Sanming|Datianxian|
88982||en_us|CHN063001021|China|Qinghai|Xining|Datonghuizutuzuzizhixian|
88983||en_us|CHN034004002|China|Anhui|Huainan|Datongqu|
88984||en_us|CHN023006006|China|Heilongjiang|Daqing|Datongqu|
88985||en_us|CHN014002027|China|Shanxi|Datong|Datongxian|
88986||en_us|CHN021011021|China|Liaoning|Panjin|Dawaxian|
88987||en_us|CHN064002002|China|Ningxia|Shizuishan|Dawukouqu|
88988||en_us|CHN042009022|China|Hubei|Xiaogan|Dawuxian|
88989||en_us|CHN051017021|China|Sichuan|Dazhou|Daxian|
88990||en_us|CHN043005003|China|Hunan|Shaoyang|Daxiangqu|
88991||en_us|CHN045014024|China|Guangxi|Chongzuo|Daxinxian|
88992||en_us|CHN053023026|China|Yunnan|Chuxiong|Dayaoxian|
88993||en_us|CHN042002081|China|Hubei|Huangshi|Dayeshi|
88994||en_us|CHN051009023|China|Sichuan|Suining|Dayingxian|
88995||en_us|CHN051001029|China|Sichuan|Chengdu|Dayixian|
88996||en_us|CHN036007023|China|Jiangxi|Ganzhou|Dayuxian|
88997||en_us|CHN051017024|China|Sichuan|Dazhou|Dazhuxian|
88998||en_us|CHN054001026|China|Tibet|Lasa|Dazixian|
88999||en_us|CHN036004026|China|Jiangxi|Jiujiang|Deanxian|
89000||en_us|CHN045010024|China|Guangxi|Baise|Debaoxian|
89001||en_us|CHN051034024|China|Sichuan|Liangshan|Dechangxian|
89002||en_us|CHN037014002|China|Shandong|Dezhou|Dechengqu|
89003||en_us|CHN051033030|China|Sichuan|Ganzi|Degexian|
89004||en_us|CHN035005026|China|Fujian|Quanzhou|Dehuaxian|
89005||en_us|CHN022001083|China|Jilin|Changchun|Dehuishi|
89006||en_us|CHN052022027|China|Guizhou|Tongren|Dejiangxian|
89007||en_us|CHN063028002|China|Qinghai|Haixi|Delinghashi|
89008||en_us|CHN041001085|China|Henan|Zhengzhou|Dengfengshi|
89009||en_us|CHN015008022|China|Inner Mongolia|Bayanneer|Dengkouxian|
89010||en_us|CHN021010081|China|Liaoning|Liaoyang|Dengtashi|
89011||en_us|CHN041013081|China|Henan|Nanyang|Dengzhoushi|
89012||en_us|CHN044012026|China|Guangdong|Zhaoqing|Deqingxian|
89013||en_us|CHN033005021|China|Zhejiang|Huzhou|Deqingxian|
89014||en_us|CHN053034022|China|Yunnan|Diqing|Deqinxian|
89015||en_us|CHN051033038|China|Sichuan|Ganzi|Derongxian|
89016||en_us|CHN036011081|China|Jiangxi|Shangrao|Dexingshi|
89017||en_us|CHN044009023|China|Guangdong|Maoming|Dianbaixian|
89018||en_us|CHN042005004|China|Hubei|Yichang|Dianjunqu|
89019||en_us|CHN021012081|China|Liaoning|Tieling|Diaobingshanshi|
89020||en_us|CHN023003004|China|Heilongjiang|Jixi|Didaoqu|
89021||en_us|CHN062030024|China|Gansu|Gannan|Diebuxian|
89022||en_us|CHN045003003|China|Guangxi|Guilin|Diecaiqu|
89023||en_us|CHN045004004|China|Guangxi|Wuzhou|Dieshanqu|
89024||en_us|CHN061008025|China|Shaanxi|Yulin|Dingbianxian|
89025||en_us|CHN043007003|China|Hunan|Changde|Dingchengqu|
89026||en_us|CHN033009002|China|Zhejiang|Zhoushan|Dinghaiqu|
89027||en_us|CHN044012003|China|Guangdong|Zhaoqing|Dinghuqu|
89028||en_us|CHN054023032|China|Tibet|Rikaze|Dingjiexian|
89029||en_us|CHN036007028|China|Jiangxi|Ganzhou|Dingnanxian|
89030||en_us|CHN054021025|China|Tibet|Changdu|Dingqingxian|
89031||en_us|CHN054023024|China|Tibet|Rikaze|Dingrixian|
89032||en_us|CHN037017027|China|Shandong|Heze|Dingtaoxian|
89033||en_us|CHN014009021|China|Shanxi|Xinzhou|Dingxiangxian|
89034||en_us|CHN013006026|China|Hebei|Baoding|Dingxingxian|
89035||en_us|CHN034011025|China|Anhui|Chuzhou|Dingyuanxian|
89036||en_us|CHN013006082|China|Hebei|Baoding|Dingzhoushi|
89037||en_us|CHN023010002|China|Heilongjiang|Mudanjiang|Donganqu|
89038||en_us|CHN043011022|China|Hunan|Yongzhou|Donganxian|
89039||en_us|CHN037015024|China|Shandong|Liaocheng|Dongaxian|
89040||en_us|CHN042008002|China|Hubei|Jingmen|Dongbaoqu|
89041||en_us|CHN037015002|China|Shandong|Liaocheng|Dongchangfuqu|
89042||en_us|CHN022005002|China|Jilin|Tonghua|Dongchangqu|
89043||en_us|CHN053001013|China|Yunnan|Kunming|Dongchuanqu|
89044||en_us|CHN023008005|China|Heilongjiang|Jiamusi|Dongfengqu|
89045||en_us|CHN022004021|China|Jilin|Liaoyuan|Dongfengxian|
89046||en_us|CHN037011002|China|Shandong|Rizhao|Donggangqu|
89047||en_us|CHN021006081|China|Liaoning|Dandong|Donggangshi|
89048||en_us|CHN013009023|China|Hebei|Cangzhou|Dongguangxian|
89049||en_us|CHN032007022|China|Jiangsu|Lianyungang|Donghaixian|
89050||en_us|CHN015002002|China|Inner Mongolia|Baotou|Donghequ|
89051||en_us|CHN036001002|China|Jiangxi|Nanchang|Donghuqu|
89052||en_us|CHN043005025|China|Hunan|Shaoyang|Dongkouxian|
89053||en_us|CHN045012024|China|Guangxi|Hechi|Donglanxian|
89054||en_us|CHN022004022|China|Jilin|Liaoyuan|Dongliaoxian|
89055||en_us|CHN021001012|China|Liaoning|Shenyang|Donglingqu|
89056||en_us|CHN037017028|China|Shandong|Heze|Dongmingxian|
89057||en_us|CHN023010024|China|Heilongjiang|Mudanjiang|Dongningxian|
89058||en_us|CHN037009023|China|Shandong|Taian|Dongpingxian|
89059||en_us|CHN051014002|China|Sichuan|Meishan|Dongpoqu|
89060||en_us|CHN051004002|China|Sichuan|Panzhihua|Dongqu|
89061||en_us|CHN023004006|China|Heilongjiang|Hegang|Dongshanqu|
89062||en_us|CHN035006026|China|Fujian|Zhangzhou|Dongshanxian|
89063||en_us|CHN015006002|China|Inner Mongolia|Eerduosi|Dongshengqu|
89064||en_us|CHN032009081|China|Jiangsu|Yancheng|Dongtaishi|
89065||en_us|CHN033003022|China|Zhejiang|Wenzhou|Dongtouxian|
89066||en_us|CHN015025025|China|Inner Mongolia|Xilinguole|Dongwuzhumuqinqi|
89067||en_us|CHN036010029|China|Jiangxi|Fuzhou|Dongxiangxian|
89068||en_us|CHN062029026|China|Gansu|Linxia|Dongxiangzuzizhixian|
89069||en_us|CHN042001012|China|Hubei|Wuhan|Dongxihuqu|
89070||en_us|CHN051010011|China|Sichuan|Najiang|Dongxingqu|
89071||en_us|CHN045006081|China|Guangxi|Fangchenggang|Dongxingshi|
89072||en_us|CHN033007083|China|Zhejiang|Jinhua|Dongyangshi|
89073||en_us|CHN037005002|China|Shandong|Dongying|Dongyingqu|
89074||en_us|CHN044016025|China|Guangdong|Heyuan|Dongyuanxian|
89075||en_us|CHN034017021|China|Anhui|Chizhou|Dongzhixian|
89076||en_us|CHN021004003|China|Liaoning|Fushun|Dongzhouqu|
89077||en_us|CHN044004003|China|Guangdong|Zhuhai|Doumenqu|
89078||en_us|CHN045012028|China|Guangxi|Hechi|Duanyaozuzizhixian|
89079||en_us|CHN044012002|China|Guangdong|Zhaoqing|Duanzhouqu|
89080||en_us|CHN036004028|China|Jiangxi|Jiujiang|Duchangxian|
89081||en_us|CHN023006024|China|Heilongjiang|Daqing|Duerbotemengguzuzizhixian|
89082||en_us|CHN054001025|China|Tibet|Lasa|Duilongdeqingxian|
89083||en_us|CHN051001081|China|Sichuan|Chengdu|Dujiangyanshi|
89084||en_us|CHN034006002|China|Anhui|Huaibei|Dujiqu|
89085||en_us|CHN063028022|China|Qinghai|Haixi|Dulanxian|
89086||en_us|CHN062009082|China|Gansu|Jiuquan|Dunhuangshi|
89087||en_us|CHN022024003|China|Jilin|Yanbian|Dunhuashi|
89088||en_us|CHN042008004|China|Hubei|Jingmen|Duodaoqu|
89089||en_us|CHN015025031|China|Inner Mongolia|Xilinguole|Duolunxian|
89090||en_us|CHN052027026|China|Guizhou|Qiannan|Dushanxian|
89091||en_us|CHN065002002|China|Xinjiang|Kelamayi|Dushanziqu|
89092||en_us|CHN052027001|China|Guizhou|Qiannan|Duyunshi|
89093||en_us|CHN051011032|China|Sichuan|Leshan|Ebianyizuzizhixian|
89094||en_us|CHN042007004|China|Hubei|Ezhou|Echengqu|
89095||en_us|CHN015007084|China|Inner Mongolia|Hulunbeier|Eergunashi|
89096||en_us|CHN015029023|China|Inner Mongolia|Alashan|Ejinaqi|
89097||en_us|CHN015007023|China|Inner Mongolia|Hulunbeier|Elunchunzizhiqi|
89098||en_us|CHN051011081|China|Sichuan|Leshan|Emeishanshi|
89099||en_us|CHN065042021|China|Xinjiang|Tacheng|Eminxian|
89100||en_us|CHN044007085|China|Guangdong|Jiangmen|Enpingshi|
89101||en_us|CHN042028001|China|Hubei|Enshi|Enshishi|
89102||en_us|CHN022005003|China|Jilin|Tonghua|Erdaojiangqu|
89103||en_us|CHN022001005|China|Jilin|Changchun|Erdaoqu|
89104||en_us|CHN015025001|China|Inner Mongolia|Xilinguole|Erlianhaoteshi|
89105||en_us|CHN041001003|China|Henan|Zhengzhou|Erqiqu|
89106||en_us|CHN053029030|China|Yunnan|Dali|Eryuanxian|
89107||en_us|CHN053004026|China|Yunnan|Yuxi|Eshanyizuzizhixian|
89108||en_us|CHN015006024|China|Inner Mongolia|Eerduosi|Etuokeqi|
89109||en_us|CHN015006023|China|Inner Mongolia|Eerduosi|Etuokeqianqi|
89110||en_us|CHN015007024|China|Inner Mongolia|Hulunbeier|Ewenkezuzizhiqi|
89111||en_us|CHN021001024|China|Liaoning|Shenyang|Fakuxian|
89112||en_us|CHN034002022|China|Anhui|Wuhu|Fanchangxian|
89113||en_us|CHN042006006|China|Hubei|Yangyang |Fanchengqu|
89114||en_us|CHN045006003|China|Guangxi|Fangchenggang|Fangchengqu|
89115||en_us|CHN041013022|China|Henan|Nanyang|Fangchengxian|
89116||en_us|CHN014011028|China|Shanxi|Lvliang|Fangshanxian|
89117||en_us|CHN042003025|China|Hubei|Shiyan|Fangxian|
89118||en_us|CHN023001024|China|Heilongjiang|Haerbin|Fangzhengxian|
89119||en_us|CHN037007004|China|Shandong|Weifang|Fangziqu|
89120||en_us|CHN041009026|China|Henan|Puyang|Fanxian|
89121||en_us|CHN044001013|China|Guangdong|Guangzhou|Fanyuqu|
89122||en_us|CHN014009024|China|Shanxi|Xinzhou|Fanzhixian|
89123||en_us|CHN037009083|China|Shandong|Taian|Feichengshi|
89124||en_us|CHN034001022|China|Anhui|Hefei|Feidongxian|
89125||en_us|CHN037013025|China|Shandong|Linyi|Feixian|
89126||en_us|CHN013004028|China|Hebei|Handan|Feixiangxian|
89127||en_us|CHN034001023|China|Anhui|Hefei|Feixixian|
89128||en_us|CHN036009081|China|Jiangxi|Yichun|Fengchengshi|
89129||en_us|CHN021006082|China|Liaoning|Dandong|Fengchengshi|
89130||en_us|CHN013004006|China|Hebei|Handan|Fengfengkuangqu|
89131||en_us|CHN052003027|China|Guizhou|Zunyi|Fenggangxian|
89132||en_us|CHN043031023|China|Hunan|Xiangxi|Fenghuangxian|
89133||en_us|CHN033002083|China|Zhejiang|Ningbo|Fenghuashi|
89134||en_us|CHN044012025|China|Guangdong|Zhaoqing|Fengkaixian|
89135||en_us|CHN022002011|China|Jilin|Jilin|Fengmanqu|
89136||en_us|CHN013002007|China|Hebei|Tangshan|Fengnanqu|
89137||en_us|CHN013008026|China|Hebei|Chengde|Fengningmanzuzizhixian|
89138||en_us|CHN053009021|China|Yunnan|Lincang|Fengqingxian|
89139||en_us|CHN041007027|China|Henan|Xinxiang|Fengqiuxian|
89140||en_us|CHN041007004|China|Henan|Xinxiang|Fengquanqu|
89141||en_us|CHN013002008|China|Hebei|Tangshan|Fengrunqu|
89142||en_us|CHN045012023|China|Guangxi|Hechi|Fengshanxian|
89143||en_us|CHN044014023|China|Guangdong|Meizhou|Fengshunxian|
89144||en_us|CHN034004021|China|Anhui|Huainan|Fengtaixian|
89145||en_us|CHN032003021|China|Jiangsu|Xuzhou|Fengxian|
89146||en_us|CHN061003030|China|Shaanxi|Baoji|Fengxian|
89147||en_us|CHN061003022|China|Shaanxi|Baoji|Fengxiangxian|
89148||en_us|CHN036009021|China|Jiangxi|Yichun|Fengxinxian|
89149||en_us|CHN034011026|China|Anhui|Chuzhou|Fengyangxian|
89150||en_us|CHN035005003|China|Fujian|Quanzhou|Fengzequ|
89151||en_us|CHN015009081|China|Inner Mongolia|Wulanchabu|Fengzhenshi|
89152||en_us|CHN014010034|China|Shanxi|Linfen|Fenxixian|
89153||en_us|CHN014011082|China|Shanxi|Lvliang|Fenyangshi|
89154||en_us|CHN036005021|China|Jiangxi|Xinyu|Fenyixian|
89155||en_us|CHN035009081|China|Fujian|Ningde|Fuanshi|
89156||en_us|CHN051007003|China|Sichuan|Mianyang|Fuchengqu|
89157||en_us|CHN013011028|China|Hebei|Hengshui|Fuchengxian|
89158||en_us|CHN045011023|China|Guangxi|Hezhou|Fuchuanyaozuzizhixian|
89159||en_us|CHN035009082|China|Fujian|Ningde|Fudingshi|
89160||en_us|CHN061003024|China|Shaanxi|Baoji|Fufengxian|
89161||en_us|CHN044018021|China|Guangdong|Qingyuan|Fugangxian|
89162||en_us|CHN053033023|China|Yunnan|Nujiang|Fugongxian|
89163||en_us|CHN041016021|China|Henan|Zhoukou|Fugouxian|
89164||en_us|CHN061008022|China|Shaanxi|Yulin|Fuguxian|
89165||en_us|CHN065043023|China|Xinjiang|Aletai|Fuhaixian|
89166||en_us|CHN023008082|China|Heilongjiang|Jiamusi|Fujinshi|
89167||en_us|CHN065023002|China|Xinjiang|Changji|Fukangshi|
89168||en_us|CHN023002006|China|Heilongjiang|Qiqihaer|Fulaerjiqu|
89169||en_us|CHN036002022|China|Jiangxi|Jingdezhen|Fuliangxian|
89170||en_us|CHN053001024|China|Yunnan|Kunming|Fuminxian|
89171||en_us|CHN034012025|China|Anhui|Fuyang|Funanxian|
89172||en_us|CHN013003023|China|Hebei|Qinhuangdao|Funingxian|
89173||en_us|CHN032009023|China|Jiangsu|Yancheng|Funingxian|
89174||en_us|CHN053026028|China|Yunnan|Wenshan|Funingxian|
89175||en_us|CHN013006024|China|Hebei|Baoding|Fupingxian|
89176||en_us|CHN061007030|China|Shaanxi|Hanzhong|Fupingxian|
89177||en_us|CHN061005028|China|Shaanxi|Weinan|Fupingxian|
89178||en_us|CHN035001081|China|Fujian|Fuzhou|Fuqingshi|
89179||en_us|CHN052027002|China|Guizhou|Qiannan|Fuquanshi|
89180||en_us|CHN043001002|China|Hunan|Changsha|Furongqu|
89181||en_us|CHN037006011|China|Shandong|Yantai|Fushanqu|
89182||en_us|CHN014010027|China|Shanxi|Linfen|Fushanxian|
89183||en_us|CHN021004021|China|Liaoning|Fushun|Fushunxian|
89184||en_us|CHN051003022|China|Sichuan|Zigong|Fushunxian|
89185||en_us|CHN022006021|China|Jilin|White Mountain |Fusongxian|
89186||en_us|CHN045014021|China|Guangxi|Chongzuo|Fusuixian|
89187||en_us|CHN044003004|China|Guangdong|Shenchou|Futianqu|
89188||en_us|CHN061006028|China|Shaanxi|Yanan|Fuxian|
89189||en_us|CHN013004004|China|Hebei|Handan|Fuxingqu|
89190||en_us|CHN021009021|China|Liaoning|Fuxin|Fuxinmengguzuzizhixian|
89191||en_us|CHN033001083|China|Zhejiang|Hangzhou|Fuyangshi|
89192||en_us|CHN023008033|China|Heilongjiang|Jiamusi|Fuyuanxian|
89193||en_us|CHN053003025|China|Yunnan|Qujing|Fuyuanxian|
89194||en_us|CHN065043022|China|Xinjiang|Aletai|Fuyunxian|
89195||en_us|CHN023002027|China|Heilongjiang|Qiqihaer|Fuyuxian|
89196||en_us|CHN022007024|China|Jilin|Songyuan|Fuyuxian|
89197||en_us|CHN054025023|China|Tibet|Ali|Gaerxian|
89198||en_us|CHN054025026|China|Tibet|Ali|Gaizexian|
89199||en_us|CHN021008081|China|Liaoning|Yingkou|Gaizhoushi|
89200||en_us|CHN063026023|China|Qinghai|Guoluo|Gandexian|
89201||en_us|CHN054023038|China|Tibet|Rikaze|Gangbaxian|
89202||en_us|CHN045008002|China|Guangxi|Guigang|Gangbeiqu|
89203||en_us|CHN063022024|China|Qinghai|Haibei|Gangchaxian|
89204||en_us|CHN037012003|China|Shandong|Laiwu|Gangchengqu|
89205||en_us|CHN045006002|China|Guangxi|Fangchenggang|Gangkouqu|
89206||en_us|CHN045008003|China|Guangxi|Guigang|Gangnanqu|
89207||en_us|CHN062005023|China|Gansu|Tianshui|Ganguxian|
89208||en_us|CHN032006011|China|Jiangsu|Nantong|Gangzhaqu|
89209||en_us|CHN021002011|China|Liaoning|Dalian|Ganjingziqu|
89210||en_us|CHN051034035|China|Sichuan|Liangshan|Ganluoxian|
89211||en_us|CHN023002025|China|Heilongjiang|Qiqihaer|Gannanxian|
89212||en_us|CHN061006027|China|Shaanxi|Yanan|Ganquanxian|
89213||en_us|CHN036007021|China|Jiangxi|Ganzhou|Ganxian|
89214||en_us|CHN032007021|China|Jiangsu|Lianyungang|Ganyuxian|
89215||en_us|CHN062007002|China|Gansu|Zhangye|Ganzhouqu|
89216||en_us|CHN051033028|China|Sichuan|Ganzi|Ganzixian|
89217||en_us|CHN036009083|China|Jiangxi|Yichun|Gaoanshi|
89218||en_us|CHN013006084|China|Hebei|Baoding|Gaobeidianshi|
89219||en_us|CHN013001082|China|Hebei|Shijiazhuang|Gaochengshi|
89220||en_us|CHN032001025|China|Jiangsu|Nanjing|Gaochunxian|
89221||en_us|CHN032012003|China|Jiangsu|Taizhou|Gaogangqu|
89222||en_us|CHN062001022|China|Gansu|Lanzhoushi|Gaolanxian|
89223||en_us|CHN061001026|China|Shaanxi|Xian|Gaolingxian|
89224||en_us|CHN044006008|China|Guangdong|Fushan|Gaomingqu|
89225||en_us|CHN037007085|China|Shandong|Weifang|Gaomishi|
89226||en_us|CHN051013003|China|Sichuan|Nanchong|Gaopingqu|
89227||en_us|CHN014005081|China|Shanxi|Jincheng|Gaopingshi|
89228||en_us|CHN037003022|China|Shandong|Zibo|Gaoqingxian|
89229||en_us|CHN062007024|China|Gansu|Zhangye|Gaotaixian|
89230||en_us|CHN037015026|China|Shandong|Liaocheng|Gaotangxian|
89231||en_us|CHN051015025|China|Sichuan|Yibin|Gaoxian|
89232||en_us|CHN013006028|China|Hebei|Baoding|Gaoyangxian|
89233||en_us|CHN044012083|China|Guangdong|Zhaoqing|Gaoyaoshi|
89234||en_us|CHN013001027|China|Hebei|Shijiazhuang|Gaoyixian|
89235||en_us|CHN032010084|China|Jiangsu|Yangzhou|Gaoyoushi|
89236||en_us|CHN044009081|China|Guangdong|Maoming|Gaozhoushi|
89237||en_us|CHN063028001|China|Qinghai|Haixi|Geermushi|
89238||en_us|CHN053025001|China|Yunnan|Honghe|Gejiushi|
89239||en_us|CHN054025025|China|Tibet|Ali|Gejixian|
89240||en_us|CHN053009026|China|Yunnan|Lincang|Gengmadaizuwazuzizhixian|
89241||en_us|CHN015007085|China|Inner Mongolia|Hulunbeier|Genheshi|
89242||en_us|CHN042010022|China|Hubei|Jingzhou|Gonganxian|
89243||en_us|CHN054026022|China|Tibet|Linzhi|Gongbujiangdaxian|
89244||en_us|CHN021010005|China|Liaoning|Liaoyang|Gongchanglingqu|
89245||en_us|CHN045003032|China|Guangxi|Guilin|Gongchengyaozuzizhixian|
89246||en_us|CHN054022023|China|Tibet|Shannan|Gonggaxian|
89247||en_us|CHN063025021|China|Qinghai|Hainan|Gonghexian|
89248||en_us|CHN051003003|China|Sichuan|Zigong|Gongjingqu|
89249||en_us|CHN054021023|China|Tibet|Changdu|Gongjuexian|
89250||en_us|CHN065040024|China|Xinjiang|Yili|Gongliuxian|
89251||en_us|CHN023004003|China|Heilongjiang|Hegang|Gongnongqu|
89252||en_us|CHN053033024|China|Yunnan|Nujiang|Gongshandulongzunuzuzizhixian|
89253||en_us|CHN033001005|China|Zhejiang|Hangzhou|Gongshuqu|
89254||en_us|CHN051015026|China|Sichuan|Yibin|Gongxian|
89255||en_us|CHN041001081|China|Henan|Zhengzhou|Gongyishi|
89256||en_us|CHN022003081|China|Jilin|Siping|Gongzhulingshi|
89257||en_us|CHN041001004|China|Henan|Zhengzhou|Guanchenghuizuqu|
89258||en_us|CHN053001011|China|Yunnan|Kunming|Guanduqu|
89259||en_us|CHN051016002|China|Sichuan|Guangan|Guanganqu|
89260||en_us|CHN036010030|China|Jiangxi|Fuzhou|Guangchangxian|
89261||en_us|CHN034018022|China|Anhui|Xuancheng|Guangdexian|
89262||en_us|CHN036011022|China|Jiangxi|Shangrao|Guangfengxian|
89263||en_us|CHN051006081|China|Sichuan|Deyang|Guanghanshi|
89264||en_us|CHN062029024|China|Gansu|Linxia|Guanghexian|
89265||en_us|CHN032010002|China|Jiangsu|Yangzhou|Guanglingqu|
89266||en_us|CHN014002023|China|Shanxi|Datong|Guanglingxian|
89267||en_us|CHN053026027|China|Yunnan|Wenshan|Guangnanxian|
89268||en_us|CHN044012023|China|Guangdong|Zhaoqing|Guangningxian|
89269||en_us|CHN013004032|China|Hebei|Handan|Guangpingxian|
89270||en_us|CHN037005023|China|Shandong|Dongying|Guangraoxian|
89271||en_us|CHN041015022|China|Henan|Xinyang|Guangshanxian|
89272||en_us|CHN042013081|China|Hubei|Suizhou|Guangshuishi|
89273||en_us|CHN013010003|China|Hebei|Langfang|Guangyangqu|
89274||en_us|CHN035007023|China|Fujian|Nanping|Guangzexian|
89275||en_us|CHN013005031|China|Hebei|Xingtai|Guangzongxian|
89276||en_us|CHN052004024|China|Guizhou|Anshun|Guanlingbuyizumiaozuzizhixian|
89277||en_us|CHN032007024|China|Jiangsu|Lianyungang|Guannanxian|
89278||en_us|CHN013004033|China|Hebei|Handan|Guantaoxian|
89279||en_us|CHN013010022|China|Hebei|Langfang|Guanxian|
89280||en_us|CHN037015025|China|Shandong|Liaocheng|Guanxian|
89281||en_us|CHN045003027|China|Guangxi|Guilin|Guanyangxian|
89282||en_us|CHN032007023|China|Jiangsu|Lianyungang|Guanyunxian|
89283||en_us|CHN062009022|China|Gansu|Jiuquan|Guazhouxian|
89284||en_us|CHN053007002|China|Yunnan|Lijiang|Guchengqu|
89285||en_us|CHN013011026|China|Hebei|Hengshui|Guchengxian|
89286||en_us|CHN042006025|China|Hubei|Yangyang |Guchengxian|
89287||en_us|CHN034017002|China|Anhui|Chizhou|Guichiqu|
89288||en_us|CHN063025023|China|Qinghai|Hainan|Guidexian|
89289||en_us|CHN052027023|China|Guizhou|Qiannan|Guidingxian|
89290||en_us|CHN043010027|China|Hunan|Chenzhou|Guidongxian|
89291||en_us|CHN063025025|China|Qinghai|Hainan|Guinanxian|
89292||en_us|CHN045008081|China|Guangxi|Guigang|Guipingshi|
89293||en_us|CHN036006081|China|Jiangxi|Yingtan|Guixishi|
89294||en_us|CHN043010021|China|Hunan|Chenzhou|Guiyangxian|
89295||en_us|CHN014001081|China|Shanxi|Taiyuan|Gujiaoshi|
89296||en_us|CHN062006022|China|Gansu|Wuwei|Gulangxian|
89297||en_us|CHN051005025|China|Sichuan|Luzhou|Gulinxian|
89298||en_us|CHN035001002|China|Fujian|Fuzhou|Gulouqu|
89299||en_us|CHN041002004|China|Henan|Kaifeng|Gulouqu|
89300||en_us|CHN032001006|China|Jiangsu|Nanjing|Gulouqu|
89301||en_us|CHN032003002|China|Jiangsu|Xuzhou|Gulouqu|
89302||en_us|CHN041015025|China|Henan|Xinyang|Gushixian|
89303||en_us|CHN032005004|China|Jiangsu|Suzhou|Gusuqu|
89304||en_us|CHN021007002|China|Liaoning|Jinzhou|Gutaqu|
89305||en_us|CHN035009022|China|Fujian|Ningde|Gutianxian|
89306||en_us|CHN014010025|China|Shanxi|Linfen|Guxian|
89307||en_us|CHN015002022|China|Inner Mongolia|Baotou|Guyangxian|
89308||en_us|CHN013002004|China|Hebei|Tangshan|Guyequ|
89309||en_us|CHN013007024|China|Hebei|Zhangjiakou|Guyuanxian|
89310||en_us|CHN043031026|China|Hunan|Xiangxi|Guzhangxian|
89311||en_us|CHN034003023|China|Anhui|Bangbu|Guzhenxian|
89312||en_us|CHN065043024|China|Xinjiang|Aletai|Habahexian|
89313||en_us|CHN032006021|China|Jiangsu|Nantong|Haianxian|
89314||en_us|CHN015003002|China|Inner Mongolia|Wuhai|Haibowanqu|
89315||en_us|CHN035002005|China|Fujian|Xiamen|Haicangqu|
89316||en_us|CHN045005002|China|Guangxi|Beihai|Haichengqu|
89317||en_us|CHN021003081|China|Liaoning|Anshan|Haichengshi|
89318||en_us|CHN044015021|China|Guangdong|Shanwei|Haifengxian|
89319||en_us|CHN013003002|China|Hebei|Qinhuangdao|Haigangqu|
89320||en_us|CHN015007002|China|Inner Mongolia|Hulunbeier|Hailaerqu|
89321||en_us|CHN032012002|China|Jiangsu|Taizhou|Hailingqu|
89322||en_us|CHN023010083|China|Heilongjiang|Mudanjiang|Hailinshi|
89323||en_us|CHN023012083|China|Heilongjiang|Suihua|Hailunshi|
89324||en_us|CHN032006084|China|Jiangsu|Nantong|Haimenshi|
89325||en_us|CHN015003003|China|Inner Mongolia|Wuhai|Hainanqu|
89326||en_us|CHN033004081|China|Zhejiang|Jiaxing|Hainingshi|
89327||en_us|CHN033002003|China|Zhejiang|Ningbo|Haishuqu|
89328||en_us|CHN013009024|China|Hebei|Cangzhou|Haixingxian|
89329||en_us|CHN037006087|China|Shandong|Yantai|Haiyangshi|
89330||en_us|CHN063022023|China|Qinghai|Haibei|Haiyanxian|
89331||en_us|CHN033004024|China|Zhejiang|Jiaxing|Haiyanxian|
89332||en_us|CHN064005022|China|Ningxia|Zhongwei|Haiyuanxian|
89333||en_us|CHN032007006|China|Jiangsu|Lianyungang|Haizhouqu|
89334||en_us|CHN021009002|China|Liaoning|Fuxin|Haizhouqu|
89335||en_us|CHN044001005|China|Guangdong|Guangzhou|Haizhuqu|
89336||en_us|CHN065022001|China|Xinjiang|Hami|Hamishi|
89337||en_us|CHN061009002|China|Shaanxi|Ankang|Hanbinqu|
89338||en_us|CHN061005081|China|Shaanxi|Weinan|Hanchengshi|
89339||en_us|CHN042009084|China|Hubei|Xiaogan|Hanchuanshi|
89340||en_us|CHN013004021|China|Hebei|Handan|Handanxian|
89341||en_us|CHN015008026|China|Inner Mongolia|Bayanneer|Hangjinhouqi|
89342||en_us|CHN015006025|China|Inner Mongolia|Eerduosi|Hangjinqi|
89343||en_us|CHN035003003|China|Fujian|Putian|Hanjiangqu|
89344||en_us|CHN032010003|China|Jiangsu|Yangzhou|Hanjiangqu|
89345||en_us|CHN042001013|China|Hubei|Wuhan|Hannanqu|
89346||en_us|CHN013004002|China|Hebei|Handan|Hanshanqu|
89347||en_us|CHN034005022|China|Anhui|Maanshan|Hanshanxian|
89348||en_us|CHN043007022|China|Hunan|Changde|Hanshouxian|
89349||en_us|CHN061007002|China|Shaanxi|Hanzhong|Hantaiqu|
89350||en_us|CHN037007003|China|Shandong|Weifang|Hantingqu|
89351||en_us|CHN042001005|China|Hubei|Wuhan|Hanyangqu|
