id|code|country_pinyin|country_code|state_pinyin|state_code|city_pinyin|city_code|district_pinyin|district_code
50572|CAN000380000|Jia Na Da |CAN||000|Pa La Dai Si He |380||
50573|BEN000003000|Bei Ning |BEN||000|Pa La Ku |003||
50574|GUY000021000|Gui Ya Na |GUY||000|Pa La Ma Ke Tuo Yi |021||
50575|PNG000290000|Ba Bu Ya Xin Ji Na Ya |PNG||000|Pa La Mu Dao |290||
50576|PAK000038000|Ba Ji Si Tan |PAK||000|Pa La Qi Er Na |038||
50577|TCD000014000|Zha De |TCD||000|Pa La Shan |014||
50578|COL000124000|Ge Lun Bi Ya |COL||000|Pa La Te Bu Ai Nuo |124||
50579|COL000125000|Ge Lun Bi Ya |COL||000|Pa Lan Ji Nuo |125||
50580|GUY000022000|Gui Ya Na |GUY||000|Pa Lu Yi Ma |022||
50581|SUR000007000|Su Li Nan |SUR||000|Pa Luo Miao |007||
50582|BFA000019000|Bu Ji Na Fa Suo |BFA||000|Pa Ma |019||
50583|MYS000034000|Ma Lai Xi Ya |MYS||000|Pa Mo Er |034||
50584|USAAP1370000|Mei Guo |USA||AP1|Pa Mo |370||
50585|PNG000291000|Ba Bu Ya Xin Ji Na Ya |PNG||000|Pa Mu Bo Wa |291||
50586|AUS000478000|Ao Da Li Ya |AUS||000|Pa Mu Qun Dao |478||
50587|PNG000292000|Ba Bu Ya Xin Ji Na Ya |PNG||000|Pa Na Ou A |292||
50588|THA000117000|Tai Guo |THA||000|Pa Nong Sha La Kan |117||
50589|GBR000088000|Ying Guo |GBR||000|Pa Pa Si Tu Er |088||
50590|VEN000042000|Wei Na Rui La |VEN||000|Pa Si Kua Gu Zhen |042||
50591|ARG000054000|A Gen Ting |ARG||000|Pa Suo De －Luo Si Li Bu Lei Si |054||
50592|USAAP1371000|Mei Guo |USA||AP1|Pa Suo Luo Bu Er Si |371||
50593|ISL000030000|Bing Dao |ISL||000|Pa Te Lei Ke Si Yao De |030||
50594|USAAP1372000|Mei Guo |USA||AP1|Pa Tu Ke Sen Te Li Fu |372||
50595|ETH000050000|Ai Sai E Bi Ya |ETH||000|Pa Wei |050||
50596|IND000101000|Yin Du |IND||000|Pa Xi Jia Te |101||
50597|IDN000161000|Yin Du Ni Xi Ya |IDN||000|Pa Xi Er Pan Jia La Yang |161||
50598|COL000126000|Ge Lun Bi Ya |COL||000|Pa Yang |126||
50599|PNG000293000|Ba Bu Ya Xin Ji Na Ya |PNG||000|Pai Ai La |293||
50600|CAN000381000|Jia Na Da |CAN||000|Pai En Bo Yin Te |381||
50601|TCA000006000|Te Ke Si He Kai Ke Si Qun Dao |TCA||000|Pai En Dao |006||
50602|CAN000382000|Jia Na Da |CAN||000|Pai En Hao Si |382||
50603|USAAP1373000|Mei Guo |USA||AP1|Pai En Li Qi |373||
50604|USAAP1374000|Mei Guo |USA||AP1|Pai Ke Ke Li Ke |374||
50605|USAAP1375000|Mei Guo |USA||AP1|Pai Miao Te |375||
50606|AUS000479000|Ao Da Li Ya |AUS||000|Pan Di Pan Di |479||
50607|USAAP1376000|Mei Guo |USA||AP1|Pan Gui Qi |376||
50608|PNG000294000|Ba Bu Ya Xin Ji Na Ya |PNG||000|Pan Ji Ya |294||
50609|IND000102000|Yin Du |IND||000|Pan Te Na Jia Er |102||
50610|USAAP1377000|Mei Guo |USA||AP1|Pang Bai Nuo Bi Qi |377||
50611|IDN000162000|Yin Du Ni Xi Ya |IDN||000|Pang Ka Lan Bu Weng |162||
50612|MOZ000029000|Mo Sang Bi Ke |MOZ||000|Pei Ba Na |029||
50613|PRY000011000|Ba La Gui |PRY||000|Pei De Luo |011||
50614|VEN000043000|Wei Na Rui La |VEN||000|Pei De Na Lai Si |043||
50615|USAAP1378000|Mei Guo |USA||AP1|Pei En Te Ke Li Ke |378||
50616|USAAP1379000|Mei Guo |USA||AP1|Pei Er Cheng |379||
50617|LSO000004000|Lai Suo Tuo |LSO||000|Pei La Nen |004||
50618|VEN000044000|Wei Na Rui La |VEN||000|Pei Lai Te Pei |044||
50619|USAAP1380000|Mei Guo |USA||AP1|Pei Li Dao |380||
50620|ARG000055000|A Gen Ting |ARG||000|Pei Li Tuo Mo Lei Nuo |055||
50621|CAN000383000|Jia Na Da |CAN||000|Pei Li Bei |383||
50622|MEX000050000|Mo Xi Ge |MEX||000|Pei Ni Ya Si Ke Gang |050||
50623|AUS000480000|Ao Da Li Ya |AUS||000|Pei Pi Mei Na Ti |480||
50624|AUS000481000|Ao Da Li Ya |AUS||000|Pei Po Si Pa Mu Bei |481||
50625|USAAP1381000|Mei Guo |USA||AP1|Peng Bi Na |381||
50626|CUB000025000|Gu Ba |CUB||000|Peng De Mai Si |025||
50627|IDN000163000|Yin Du Ni Xi Ya |IDN||000|Peng Duo Ke Ka Bei |163||
50628|IDN000164000|Yin Du Ni Xi Ya |IDN||000|Peng Duo Po |164||
50629|BRA000230000|Ba Xi |BRA||000|Peng Ta Bo Lang |230||
50630|MOZ000030000|Mo Sang Bi Ke |MOZ||000|Peng Ta De Ao Luo |030||
50631|BRA000231000|Ba Xi |BRA||000|Peng Te Si La Ke Er Da |231||
50632|BRA000232000|Ba Xi |BRA||000|Pi Ding Jia |232||
50633|VEN000045000|Wei Na Rui La |VEN||000|Pi Ji Gu Ao Si |045||
50634|ARG000056000|A Gen Ting |ARG||000|Pi Ke Jiang Jun Cheng |056||
50635|CAN000384000|Jia Na Da |CAN||000|Pi Ke Wei Tuo Na |384||
50636|USAAP1382000|Mei Guo |USA||AP1|Pi Ken Si |382||
50637|BRA000233000|Ba Xi |BRA||000|Pi La Bo La |233||
50638|PRY000012000|Ba La Gui |PRY||000|Pi La Er |012||
50639|PNG000295000|Ba Bu Ya Xin Ji Na Ya |PNG||000|Pi Ma Jia |295||
50640|BRA000234000|Ba Xi |BRA||000|Pi Men Ta Bu Ai Nu |234||
50641|DEU000062000|De Guo |DEU||000|Pi Na Mu En De |062||
50642|BRA000235000|Ba Xi |BRA||000|Pi Nie Lu |235||
50643|AUS000482000|Ao Da Li Ya |AUS||000|Pi Nong |482||
50644|GUY000023000|Gui Ya Na |GUY||000|Pi Pi Li Pai |023||
50645|USAAP1383000|Mei Guo |USA||AP1|Pi Qi Si Pu Lin Si |383||
50646|COL000127000|Ge Lun Bi Ya |COL||000|Pi Ta Li Tuo |127||
50647|SVK000003000|Si Luo Fa Ke |SVK||000|Pi Ye Shi Jia Ni |003||
50648|BHS000027000|Ba Ha Ma |BHS||000|Pi Zi Dun |027||
50649|CAN000385000|Jia Na Da |CAN||000|Ping Che Ke Li Ke |385||
50650|USAAP1384000|Mei Guo |USA||AP1|Po Er Ke Bao |384||
50651|COD000049000|Gang Guo （Jin ）|COD||000|Pu Ni Ya |049||
50652|PNG000296000|Ba Bu Ya Xin Ji Na Ya |PNG||000|Pu A Si |296||
50653|USAAP1385000|Mei Guo |USA||AP1|Pu Ci Mao Si |385||
50654|PYF000036000|Fa Shu Bo Li Ni Xi Ya |PYF||000|Pu Ka Lu A |036||
50655|PYF000037000|Fa Shu Bo Li Ni Xi Ya |PYF||000|Pu Ka Pu Ka |037||
50656|COK000008000|Ku Ke Qun Dao |COK||000|Pu Ka Pu Ka Dao |008||
50657|MYS000035000|Ma Lai Xi Ya |MYS||000|Pu La Ao －La Yang La Yang |035||
50658|USAAP1386000|Mei Guo |USA||AP1|Pu La De Huo Wan |386||
50659|COL000128000|Ge Lun Bi Ya |COL||000|Pu La Na Ta Li Ka |128||
50660|COL000129000|Ge Lun Bi Ya |COL||000|Pu La Na Da Si |129||
50661|GTM000012000|Wei Di Ma La |GTM||000|Pu La Ya Ge Lan De |012||
50662|CRI000020000|Ge Si Da Li Jia |CRI||000|Pu La Ya Sa Ma La |020||
50663|USAAP1387000|Mei Guo |USA||AP1|Pu Lai Sen Te Gang |387||
50664|CZE000005000|Jie Ke |CZE||000|Pu Lei Luo Fu |005||
50665|PNG000297000|Ba Bu Ya Xin Ji Na Ya |PNG||000|Pu Lei Ni |297||
50666|ARG000057000|A Gen Ting |ARG||000|Pu Lei Si Luo Ke Sa En Zi Pei Na |057||
50667|ZAF000053000|Nan Fei |ZAF||000|Pu Li Si Ka |053||
50668|USAAP1388000|Mei Guo |USA||AP1|Pu Lun Di Wu De |388||
50669|USAAP1389000|Mei Guo |USA||AP1|Pu Lun Ti Si |389||
50670|USAAP1390000|Mei Guo |USA||AP1|Pu Luo Si Pai Ke Te Ke Li Ke |390||
50671|RUS000074000|E Luo Si |RUS||000|Pu Luo Wei De Ni Ya |074||
50672|ECU000017000|E Gua Duo Er |ECU||000|Pu Te Ma Yue |017||
50673|COD000050000|Gang Guo （Jin ）|COD||000|Pu Wei Tuo |050||
50674|IND000103000|Yin Du |IND||000|Qi Luo |103||
50675|GAB000036000|Jia Peng |GAB||000|Qi Ban Jia |036||
50676|CAN000386000|Jia Na Da |CAN||000|Qi De Er |386||
50677|LBR000006000|Li Bi Li Ya |LBR||000|Qi En |006||
50678|CAN000387000|Jia Na Da |CAN||000|Qi Er Ke Lai Ke |387||
50679|COL000130000|Ge Lun Bi Ya |COL||000|Qi Fu Luo |130||
50680|GTM000013000|Wei Di Ma La |GTM||000|Qi Ji Mu La |013||
50681|PAK000039000|Ba Ji Si Tan |PAK||000|Qi La Si |039||
50682|DZA000018000|A Er Ji Li Ya |DZA||000|Qi Lai Fu |018||
50683|USAAP1391000|Mei Guo |USA||AP1|Qi Luo |391||
50684|USAAP1392000|Mei Guo |USA||AP1|Qi Luo Kun |392||
50685|ZAF000054000|Nan Fei |ZAF||000|Qi Pi Se |054||
50686|ZWE000007000|Jin Ba Bu Wei |ZWE||000|Qi Ping Jia |007||
50687|USAAP1393000|Mei Guo |USA||AP1|Qi Si Tuo Qi Na |393||
50688|USAAP1394000|Mei Guo |USA||AP1|Qi Ta Na |394||
50689|LSO000005000|Lai Suo Tuo |LSO||000|Qia Cha Si |005||
50690|AFG000015000|A Fu Han |AFG||000|Qia He Qia Lan |015||
50691|BLZ000012000|Bo Li Zi |BLZ||000|Qia Ye －Qia Pei Er |012||
50692|USAAP1395000|Mei Guo |USA||AP1|Qiao Dan |395||
50693|RUS000075000|E Luo Si |RUS||000|Qiao Ke Da |075||
50694|ARG000058000|A Gen Ting |ARG||000|Qiao Si Ma La Er |058||
50695|AUS000483000|Ao Da Li Ya |AUS||000|Qiao Zhi Dun |483||
50696|AUS000484000|Ao Da Li Ya |AUS||000|Qiao Zhi Shi |484||
50697|USAAP1396000|Mei Guo |USA||AP1|Qie Er Nuo Fu Si Ji |396||
50698|RUS000076000|E Luo Si |RUS||000|Qie Er Si Ji |076||
50699|UKR000024000|Wu Ke Lan |UKR||000|Qie Ka Xi |024||
50700|AUS000485000|Ao Da Li Ya |AUS||000|Qie La Bu En |485||
50701|AUS000486000|Ao Da Li Ya |AUS||000|Qie Li Ba |486||
50702|USAAP1397000|Mei Guo |USA||AP1|Qie Luo Ji |397||
50703|USAAP1398000|Mei Guo |USA||AP1|Qie Luo Ji Wei Li Qi |398||
50704|USAAP1399000|Mei Guo |USA||AP1|Qie Na Wen Quan Cun |399||
50705|MRT000017000|Mao Li Ta Ni Ya |MRT||000|Qin Gui Ti |017||
50706|USAAP1400000|Mei Guo |USA||AP1|Qin Ke Di Ge |400||
50707|AUS000487000|Ao Da Li Ya |AUS||000|Qiong Da |487||
50708|BHS000028000|Ba Ha Ma |BHS||000|Qiu Ba Kai |028||
50709|MOZ000031000|Mo Sang Bi Ke |MOZ||000|Ru Gen Hai Tan Lv Guan |031||
50710|MYS000036000|Ma Lai Xi Ya |MYS||000|Sa Ha Ba Te |036||
50711|HUN000003000|Xiong Ya Li |HUN||000|Sa A Mei Li Ke |003||
50712|COL000131000|Ge Lun Bi Ya |COL||000|Sa Ba Na De Tuo Lei Si |131||
50713|PER000022000|Mi Lu |PER||000|Sa Bo Suo A |022||
50714|IRN000060000|Yi Lang |IRN||000|Sa Bu Ze Wa Er |060||
50715|AFG000016000|A Fu Han |AFG||000|Sa De Bang De |016||
50716|TCD000015000|Zha De |TCD||000|Sa Er |015||
50717|ZAF000055000|Nan Fei |ZAF||000|Sa Er Dan Ha Bei |055||
50718|USAAP1401000|Mei Guo |USA||AP1|Sa Er Deng Cheng |401||
50719|BLZ000013000|Bo Li Zi |BLZ||000|Sa Er Ta Na Jia |013||
50720|CAN000388000|Jia Na Da |CAN||000|Sa Fei Er De |388||
50721|SLB000033000|Suo Luo Men Qun Dao |SLB||000|Sa Fu |033||
50722|USAAP1402000|Mei Guo |USA||AP1|Sa Fu De |402||
50723|USAAP1403000|Mei Guo |USA||AP1|Sa Ge Wen |403||
50724|USAAP1404000|Mei Guo |USA||AP1|Sa Ji Nuo Wan |404||
50725|PNG000298000|Ba Bu Ya Xin Ji Na Ya |PNG||000|Sa Jia Lai |298||
50726|IRN000061000|Yi Lang |IRN||000|Sa La He Si |061||
50727|USAAP1405000|Mei Guo |USA||AP1|Sa Li Qie Fu |405||
50728|USAAP1406000|Mei Guo |USA||AP1|Sa Li Da |406||
50729|MWI000011000|Ma La Wei |MWI||000|Sa Li Ma |011||
50730|CAN000389000|Jia Na Da |CAN||000|Sa Lu Yi Te |389||
50731|PNG000299000|Ba Bu Ya Xin Ji Na Ya |PNG||000|Sa Ma Lai Dao |299||
50732|CAN000390000|Jia Na Da |CAN||000|Sa Meng A Mu |390||
50733|IDN000165000|Yin Du Ni Xi Ya |IDN||000|Sa Mi |165||
50734|USAAP1407000|Mei Guo |USA||AP1|Sa Mi Te |407||
50735|ARG000059000|A Gen Ting |ARG||000|Sa Mian Tuo |059||
50736|USAAP1408000|Mei Guo |USA||AP1|Sa Mu Na Bao |408||
50737|LAO000007000|Lao Wo |LAO||000|Sa Mu Nuo A |007||
50738|IDN000166000|Yin Du Ni Xi Ya |IDN||000|Sa Na Na |166||
50739|ARG000060000|A Gen Ting |ARG||000|Sa Pa La |060||
50740|COL000132000|Ge Lun Bi Ya |COL||000|Sa Pa Tuo Ka |132||
50741|PNG000300000|Ba Bu Ya Xin Ji Na Ya |PNG||000|Sa Pu Man Jia |300||
50742|FJI000024000|Fei Ji Qun Dao |FJI||000|Sa Qia Ni |024||
50743|LBR000007000|Li Bi Li Ya |LBR||000|Sa Si Dun |007||
50744|PAK000040000|Ba Ji Si Tan |PAK||000|Sa Wan |040||
50745|BEN000004000|Bei Ning |BEN||000|Sa Wei |004||
50746|BWA000012000|Bo Ci Wa Na |BWA||000|Sa Wu Ti |012||
50747|IDN000167000|Yin Du Ni Xi Ya |IDN||000|Sa Wu |167||
50748|PAK000041000|Ba Ji Si Tan |PAK||000|Sa Xi Wa Er |041||
50749|ESP000024000|Xi Ban Ya |ESP||000|Sai Ao De Wu He Er |024||
50750|CAN000391000|Jia Na Da |CAN||000|Sai Bu Er Dao |391||
50751|PAK000042000|Ba Ji Si Tan |PAK||000|Sai Du Sha Li Fu |042||
50752|USAAP1409000|Mei Guo |USA||AP1|Sai Duo Na |409||
50753|SLE000007000|Sai La Li Ang |SLE||000|Sai La Li Ang |007||
50754|BWA000013000|Bo Ci Wa Na |BWA||000|Sai Lai Bi Pi Kui |013||
50755|ARG000061000|A Gen Ting |ARG||000|Sai Li Si |061||
50756|IDN000168000|Yin Du Ni Xi Ya |IDN||000|Sai Lu Yi |168||
50757|CHL000035000|Zhi Li |CHL||000|Sai Luo Song Bu Lei Luo |035||
50758|OMN000009000|A Man |OMN||000|Sai Mai Li Te |009||
50759|BRA000236000|Ba Xi |BRA||000|Sai Na Ma Du Lei La |236||
50760|LSO000006000|Lai Suo Tuo |LSO||000|Sai Shu Te Si |006||
50761|GAB000037000|Jia Peng |GAB||000|Sai Tai Ka Ma |037||
50762|USAAP1410000|Mei Guo |USA||AP1|Sai Wo Ni |410||
50763|ZMB000015000|Zan Bi Ya |ZMB||000|Sai Xie Kai |015||
50764|USAAP1411000|Mei Guo |USA||AP1|Sai Ke Si Dun |411||
50765|AUS000488000|Ao Da Li Ya |AUS||000|Sai Lang Ge La |488||
50766|MOZ000032000|Mo Sang Bi Ke |MOZ||000|Sai Sai |032||
50767|ZAF000056000|Nan Fei |ZAF||000|Sai Shen |056||
50768|URY000005000|Wu La Gui |URY||000|San Shi San Ren Cheng |005||
50769|GUY000024000|Gui Ya Na |GUY||000|Sang De Ke Li Ke |024||
50770|AUS000489000|Ao Da Li Ya |AUS||000|Sang De Ling E Mu |489||
50771|AUS000490000|Ao Da Li Ya |AUS||000|Sang De Si Tong |490||
50772|USAAP1412000|Mei Guo |USA||AP1|Sang Di Li Fu |412||
50773|NPL000035000|Ni Bo Er |NPL||000|Sang Fei Ba Jia Er |035||
50774|PNG000301000|Ba Bu Ya Xin Ji Na Ya |PNG||000|Sang Jia Pi |301||
50775|IDN000169000|Yin Du Ni Xi Ya |IDN||000|Sang Jia Ta |169||
50776|CAN000392000|Jia Na Da |CAN||000|Sang Si Suo Xi |392||
50777|BRA000237000|Ba Xi |BRA||000|Sang Ta Na Duo －A La Gua Ya |237||
50778|COL000133000|Ge Lun Bi Ya |COL||000|Sang Ta Na La Mo Si |133||
50779|BFA000020000|Bu Ji Na Fa Suo |BFA||000|Se Ba |020||
50780|PNG000302000|Ba Bu Ya Xin Ji Na Ya |PNG||000|Se Er Bang |302||
50781|NZL000049000|Xin Xi Lan |NZL||000|Se Fu Dai Er |049||
50782|LSO000007000|Lai Suo Tuo |LSO||000|Se Hong Hong |007||
50783|LSO000008000|Lai Suo Tuo |LSO||000|Se Ka Ke Si |008||
50784|NPL000036000|Ni Bo Er |NPL||000|Se Ke Hei Te |036||
50785|USAAP1413000|Mei Guo |USA||AP1|Se Kui Mu |413||
50786|TZA000013000|Tan Sang Ni Ya |TZA||000|Se Luo Na La |013||
50787|MYS000037000|Ma Lai Xi Ya |MYS||000|Se Ma Dan |037||
50788|LSO000009000|Lai Suo Tuo |LSO||000|Se Meng Kong |009||
50789|USAAP1414000|Mei Guo |USA||AP1|Se Mo Bo Li Si |414||
50790|ZMB000016000|Zan Bi Ya |ZMB||000|Se Nan Jia |016||
50791|PNG000303000|Ba Bu Ya Xin Ji Na Ya |PNG||000|Se Pi Ke Pu Lei En Si |303||
50792|PAK000043000|Ba Ji Si Tan |PAK||000|Se Wen Sha Li Fu |043||
50793|ZAF000057000|Nan Fei |ZAF||000|Sen Cheng |057||
50794|IDN000170000|Yin Du Ni Xi Ya |IDN||000|Sen Ge |170||
50795|IDN000171000|Yin Du Ni Xi Ya |IDN||000|Sen Ge |171||
50796|USAAP1415000|Mei Guo |USA||AP1|Sen Te Dao |415||
50797|USAAP1416000|Mei Guo |USA||AP1|Sen Te Le Li Ya |416||
50798|CAN000393000|Jia Na Da |CAN||000|Sen Te Le Li Ya |393||
50799|MYS000038000|Ma Lai Xi Ya |MYS||000|Sha Bu Lv |038||
50800|USAAP1417000|Mei Guo |USA||AP1|Sha Fu Te |417||
50801|IDN000172000|Yin Du Ni Xi Ya |IDN||000|Sha Huang |172||
50802|USAAP1418000|Mei Guo |USA||AP1|Sha Li Wen |418||
50803|CAN000394000|Jia Na Da |CAN||000|Sha Pu Luo |394||
50804|GBR000089000|Ying Guo |GBR||000|Shang Hei Fu De |089||
50805|BRA000238000|Ba Xi |BRA||000|Shang Ke Lu Si |238||
50806|CHL000036000|Zhi Li |CHL||000|Shang Pa Lei Na |036||
50807|USAAP1419000|Mei Guo |USA||AP1|Shang Da La |419||
50808|BRA000239000|Ba Xi |BRA||000|Shang Xie Lei |239||
50809|USAAP1420000|Mei Guo |USA||AP1|Shao A Er Ke Fu |420||
50810|MOZ000033000|Mo Sang Bi Ke |MOZ||000|Shao Kui |033||
50811|IND000104000|Yin Du |IND||000|Shao La Bu Er |104||
50812|FRA000094000|Fa Guo |FRA||000|Shao Lai |094||
50813|AUS000491000|Ao Da Li Ya |AUS||000|Shao Li Fu |491||
50814|AUS000492000|Ao Da Li Ya |AUS||000|Shao Si Bo Te |492||
50815|AFG000017000|A Fu Han |AFG||000|She Ge Nan |017||
50816|VEN000046000|Wei Na Rui La |VEN||000|Sheng Ai Lun Na |046||
50817|AUT000005000|Ao Di Li |AUT||000|Sheng An Dong |005||
50818|VEN000047000|Wei Na Rui La |VEN||000|Sheng Ba Ba La Ba |047||
50819|USAAP1421000|Mei Guo |USA||AP1|Sheng Bei Na Di Nuo |421||
50820|DEU000063000|De Guo |DEU||000|Sheng Bi De |063||
50821|BOL000023000|Bo Li Wei Ya |BOL||000|Sheng Bo Er Ha |023||
50822|PAN000024000|Ba Na Ma |PAN||000|Sheng Bu La Si |024||
50823|BRA000240000|Ba Xi |BRA||000|Sheng Fei Duo Su Er |240||
50824|COL000134000|Ge Lun Bi Ya |COL||000|Sheng Fei Er Nan Duo |134||
50825|BRA000241000|Ba Xi |BRA||000|Sheng Fei Li Ke Si Duo －A La Gua Ya |241||
50826|VEN000048000|Wei Na Rui La |VEN||000|Sheng Fei Li Ke Si |048||
50827|VEN000049000|Wei Na Rui La |VEN||000|Sheng Fei Li Pei |049||
50828|COL000135000|Ge Lun Bi Ya |COL||000|Sheng Fei Li Pei |135||
50829|GLP000007000|Gua De Luo Pu |GLP||000|Sheng Fu Lang Suo Wa |007||
50830|BOL000024000|Bo Li Wei Ya |BOL||000|Sheng Ha Wei Er |024||
50831|COL000136000|Ge Lun Bi Ya |COL||000|Sheng Hu An De Wu La Ba |136||
50832|USAAP1422000|Mei Guo |USA||AP1|Sheng Hu An Gang |422||
50833|CUB000026000|Gu Ba |CUB||000|Sheng Hu Li An |026||
50834|ARG000062000|A Gen Ting |ARG||000|Sheng Hu Li An |062||
50835|BOL000025000|Bo Li Wei Ya |BOL||000|Sheng Hua Jin |025||
50836|BRA000242000|Ba Xi |BRA||000|Sheng Jia Bu Li Ai Er |242||
50837|MEX000051000|Mo Xi Ge |MEX||000|Sheng Jin Ting |051||
50838|MOZ000034000|Mo Sang Bi Ke |MOZ||000|Sheng Ka Luo |034||
50839|NIC000005000|Ni Jia La Gua |NIC||000|Sheng Ka Luo Si |005||
50840|COL000137000|Ge Lun Bi Ya |COL||000|Sheng Ka Ta Li Na |137||
50841|CAN000395000|Jia Na Da |CAN||000|Sheng Kai Se Lin Si |395||
50842|ECU000018000|E Gua Duo Er |ECU||000|Sheng Ke Li Si Tuo Wa Er |018||
50843|SLB000034000|Suo Luo Men Qun Dao |SLB||000|Sheng Ke Lu Si Dao |034||
50844|BOL000026000|Bo Li Wei Ya |BOL||000|Sheng La Meng |026||
50845|GUF000003000|Fa Shu Gui Ya Na |GUF||000|Sheng Lao Lun Du Ma Luo Ni |003||
50846|COL000138000|Ge Lun Bi Ya |COL||000|Sheng Lu Yi Si De Pa Le |138||
50847|MEX000052000|Mo Xi Ge |MEX||000|Sheng Lu Yi Si －Li Ao Ke Luo La Duo |052||
50848|MEX000053000|Mo Xi Ge |MEX||000|Sheng Luo Sa Li Ya |053||
50849|COL000139000|Ge Lun Bi Ya |COL||000|Sheng Luo Sa Li Ya |139||
50850|HND000021000|Hong Du La Si |HND||000|Sheng Luo Sha De Ke Pan |021||
50851|BRA000243000|Ba Xi |BRA||000|Sheng Luo Lun Zuo |243||
50852|BOL000027000|Bo Li Wei Ya |BOL||000|Sheng Ma Di Ya Si |027||
50853|ARG000063000|A Gen Ting |ARG||000|Sheng Ma Ding Yue Se |063||
50854|USAAP1423000|Mei Guo |USA||AP1|Sheng Ma Li Si |423||
50855|COL000140000|Ge Lun Bi Ya |COL||000|Sheng Ma Li Ya |140||
50856|PER000023000|Mi Lu |PER||000|Sheng Ma Li Ya |023||
50857|BRA000244000|Ba Xi |BRA||000|Sheng Mi Gai Er Duo Ao Si Te |244||
50858|FRA000095000|Fa Guo |FRA||000|Sheng Na Ze |095||
50859|COL000141000|Ge Lun Bi Ya |COL||000|Sheng Pei De Luo －Jia Gua |141||
50860|COL000142000|Ge Lun Bi Ya |COL||000|Sheng Pei De Luo Wu La Ba |142||
50861|CAN000396000|Jia Na Da |CAN||000|Sheng Pi Ai Er Gang |396||
50862|GUF000004000|Fa Shu Gui Ya Na |GUF||000|Sheng Qiao Zhi De Er /Ao Ya Bo Ke |004||
50863|CAN000397000|Jia Na Da |CAN||000|Sheng Rang |397||
50864|VEN000050000|Wei Na Rui La |VEN||000|Sheng Sa Er Wa Duo Sheng |050||
50865|ESP000025000|Xi Ban Ya |ESP||000|Sheng Se Ba Si Ti An －De La Ge Mei La |025||
50866|ARG000064000|A Gen Ting |ARG||000|Sheng Te Lei Xi Ta |064||
50867|BRA000245000|Ba Xi |BRA||000|Sheng Te Lei Xin Ha |245||
50868|USAAP1424000|Mei Guo |USA||AP1|Sheng Wei Duo Li Ya |424||
50869|CRI000021000|Ge Si Da Li Jia |CRI||000|Sheng Wei Tuo |021||
50870|FRA000096000|Fa Guo |FRA||000|Sheng Ya En |096||
50871|MEX000054000|Mo Xi Ge |MEX||000|Sheng Yi Ge Na Xi Ao |054||
50872|BLZ000014000|Bo Li Zi |BLZ||000|Sheng Yi Ge Na Xi Ao |014||
50873|BOL000028000|Bo Li Wei Ya |BOL||000|Sheng Yi Ge Na Xi Ao De Mo Kao Si |028||
50874|BRA000246000|Ba Xi |BRA||000|Sheng Yi Sha Bei Er －Duo Mo Luo |246||
50875|ZAF000058000|Nan Fei |ZAF||000|Sheng Yue Han Gang |058||
50876|RUS000077000|E Luo Si |RUS||000|Shi Yue Zhen |077||
50877|MYS000039000|Ma Lai Xi Ya |MYS||000|Shi Bi Dan |039||
50878|AUS000493000|Ao Da Li Ya |AUS||000|Shi Di Fen Dao |493||
50879|CAN000398000|Jia Na Da |CAN||000|Shi Mi Si Fu Er Si |398||
50880|AUS000494000|Ao Da Li Ya |AUS||000|Shi Mi Si Jiao |494||
50881|IDN000173000|Yin Du Ni Xi Ya |IDN||000|Shuang Xi Bing Lang |173||
50882|DEU000064000|De Guo |DEU||000|Si Ban De Lin |064||
50883|USAAP1425000|Mei Guo |USA||AP1|Si Ang Te Na |425||
50884|ISL000031000|Bing Dao |ISL||000|Si Di Ji Shao Er Mo |031||
50885|GBR000090000|Ying Guo |GBR||000|Si Ji Ye Dao |090||
50886|GUY000025000|Gui Ya Na |GUY||000|Si Kai Er Deng |025||
50887|GBR000091000|Ying Guo |GBR||000|Si Kan Pu Dun |091||
50888|USAAP1426000|Mei Guo |USA||AP1|Si Ke Te Bao |426||
50889|USAAP1427000|Mei Guo |USA||AP1|Si Ke Li Bu Na |427||
50890|SOM000020000|Suo Ma Li |SOM||000|Si Ku Si Xiu Ban |020||
50891|UKR000025000|Wu Ke Lan |UKR||000|Si La Fu Yang Si Ke |025||
50892|MAR000014000|Mo Luo Ge |MAR||000|Si Ma La |014||
50893|AUS000495000|Ao Da Li Ya |AUS||000|Si Na Ke Bei |495||
50894|CAN000399000|Jia Na Da |CAN||000|Si Na Ke Hu |399||
50895|USAAP1428000|Mei Guo |USA||AP1|Si Pa Lei Fu En |428||
50896|USAAP1429000|Mei Guo |USA||AP1|Si Pi Li Te Lai Ke |429||
50897|AUS000496000|Ao Da Li Ya |AUS||000|Si Pu Lin He |496||
50898|AUS000497000|Ao Da Li Ya |AUS||000|Si Pu Lin Wei Er |497||
50899|AUS000498000|Ao Da Li Ya |AUS||000|Si Ta Ke |498||
50900|USAAP1430000|Mei Guo |USA||AP1|Si Tan Dun |430||
50901|BHS000029000|Ba Ha Ma |BHS||000|Si Tan Ni Er Kai |029||
50902|DNK000015000|Dan Mai |DNK||000|Si Tao Ning |015||
50903|AUS000499000|Ao Da Li Ya |AUS||000|Si Te La Si Mo Er |499||
50904|RUS000078000|E Luo Si |RUS||000|Si Te Ze Wo Yi |078||
50905|USAAP1431000|Mei Guo |USA||AP1|Si Ting Bo Te Bei |431||
